hotel name,review title,review body,review date,contributions,helpful vote,user name,user location,rating
Hotel Caserio,Lovely smart hotel,"Couldn't fault the hotel it was lovely & clean. Good choice of food & it was really good. Excellent pool , not massive but ok for a dip, comfy sun beds &  outside area always clean. We would book to go there again. Recommended for...More","November 5, 2016",2,1,Tiateddy,"Burton upon Trent, United Kingdom",50
Hotel Caserio,Lovely hotel,But beware of the lifts they say they carry 5 people or 375kg... so if your big built and have two very large suitcases don't get in there with 2 other people ... the hotel is spotless and food good. We  were allocated a room...More,"October 18, 2016",6,4,debnjim175,"Birmingham, United Kingdom",50
Hotel Caserio,excellent holiday,"we stayed last two weeks of September 2016. a very clean hotel spotless in fact the room was cleaned everyday and the staff were all very friendly and enthusiastic to help, the pool well its a pool and needed to be bigger but none the...More","October 18, 2016",2,3,Malcolm B,"Greater London, United Kingdom",50
Hotel Caserio,Great holiday,Sorry it's a bit late we stayed here from 17th September till the 24 The staff in reception made very welcome when we arrived as it was after 22-00 we were offered a cold meat and salad Our room was on the first floor nice...More,"October 18, 2016",5,2,merv58,"Aberdeen, United Kingdom",50
Hotel Caserio,A lovely hotel,"A great hotel. Nice rooms and good food, freshly cooked (albeit be a slightly miserable chef at times). The entertainment was different to say the least but certainly amused us. The roof top area was great- taking us away from the traffic and children!","October 18, 2016",4,0,davej82,,40
Hotel Caserio,Excellent,"Had a brilliant 5 d stay at the Caserio. We stayed all inclusive - this was our first time and we were highly impressed by it.

The hotel has had a refurbishment throughout, and the facilities and rooms are brilliant. Ive added some pictures to...More","October 10, 2016",231,125,pkonline84,"Nottingham, United Kingdom",50
Hotel Caserio,Good points and bad points,"Just back from this hotel, it has a central location and just a few minutes walk into the centre of the resort.

On the hotel website it was advertised that there was a computer station, but when we asked about this we were told this...More","October 3, 2016",22,20,annk1954,"Glasgow, United Kingdom",40
Hotel Caserio,Lovely,"The hotel is lovely and in a great location. The pool area in particular is beautiful, the only down sides would be the free WiFi only works in reception and is very slow. Also it's highly worth going all inclusive just for the drinks as...More","September 25, 2016",12,5,Emily T,"Aberdeen, United Kingdom",50
Hotel Caserio,Our Holiday in Playa del Ingles,"Well where to start .... just back after a 10 night stay in this beautiful hotel. Amazing decor extremely clean and well maintained. Pool area has to be seen to be truly appreciated and the sun roof terrace simply breath taking, has to be the...More","September 20, 2016",7,3,Ash D,"Norfolk, United Kingdom",50
Hotel Caserio,AMAZING,"Just got back from this hotel and what an amazing time we had there.
Rooms done out lovely and are cleaned everyday,beds are super comfy, bathroom nice size with a huge shower we had a room that over looked the pool and the street view...More","September 13, 2016",18,21,Vik19,"London, United Kingdom",50
Hotel Caserio,Lush hotel would highly recommend,"Me and my partner stayed here for 7 days from 27th August with all inclusive.
When we originally booked this holiday the hotel hadn't been updated so we were so excited and amazed when we found out it had been fully refurbished. 
REALLY NEED UPDATED...More","September 7, 2016",11,9,207staceyd,,50
Hotel Caserio,Beautiful Hotel,"Just came back from this hotel after an 11 night stay, it is absolutely STUNNING, from the rooms to reception & of course the amazing pool area & sunbeds, the food is ok, could do more for Brits, there was always something to eat but...More","August 28, 2016",4,0,JulieSull,"Merthyr Tydfil County, United Kingdom",40
Hotel Caserio,Fantastic Hotel in Gran Can,"Myself & 7 friends visited hotel Caserio this month for 6 nights. It was my 3rd trip to Gran Can and it was by far the best! 

Hotel staff are great on reception (Omi) and the entertain team led by Sabrina are great. She definitely...More","August 27, 2016",13,19,Graeme R,London,40
Hotel Caserio,Excellent Hotell,Have just come back from a week at the caserio . It has recently had a refurb and it is excellent . The rooms are spacious and decorated lovely . The reception staff were very helpful. The food was good lots of variety. The swimming...More,"August 21, 2016",1,0,MarleneScofield,"Chelmsford, United Kingdom",50
Hotel Caserio,"Beautiful refurbishment, awful food!","We stayed at the hotel for two weeks, on a family holiday (no kids). We arrived a couple of days after it reopened. Loved the appearance of the hotel, very modern, cushioned sun beds and day beds all around the pool. As the hotel began...More","August 17, 2016",10,13,Laura D,"Leicester, United Kingdom",30
Hotel Caserio,Fabulous two weeks,We have just returned from a lovely two weeks at this gorgeous hotel and were so pleased with the way the hotel has been refurbished. The photos are not yet up to date and do not do the hotel justice. Our rooms were spotlessly clean...More,"August 3, 2016",3,8,Karen D,,50
Hotel Caserio,Good Hotel,"Having stayed two years ago in this hotel we found the refurbishment excellent. What was really annoying was the exceptionally loud music around the pool area, not only was it loud but a repetitive CD throughout the 10 days we were there, we love music...More","August 3, 2016",2,4,Christine F,"Canterbury, United Kingdom",40
Hotel Caserio,Hotel Caserio. Gran Canaria,"Just back from a weeks stay at Hotel Caserio, had a wonderful time. Beautiful Hotel, rooms were in immaculate condition. Staff were friendly, food and choice of drinks was first class. Would definitely go back and highly recommend. Great choice of food on buffet, something...More","July 27, 2016",1,3,27megmel,"Ayr, United Kingdom",40
Hotel Caserio,2 night stay after Low Cost Holiday went tits up,"This hotel is totally different from pictures on holiday Companies! it has a top small pool with waterfalls running into it and a lower shelfed pool all very modern.

We saw this hotel when walking past to meeet friends who were staying at Greenfields. it...More","July 20, 2016",67,51,snapmarketing,"Basingstoke, United Kingdom",40
