"hotel name","review title","review body","review date",contributions,"helpful vote","user name","user location",rating
"Courtyard by Marriott Philadelphia Airport","Airport stay for an early flight","This is my families go to place to stay near the airport.  It is clean, convenient and has a parking option for your travel duration - better than PHL Economy. Just stay there on 1/1118 and had the best salmon dish in the Bistro for...","January 16, 2018",5,0,"Perry C",,50
"Courtyard by Marriott Philadelphia Airport","A horrible night that could be avoided","Stayed here evening of the 14th for work. Came in at almost 1am. At around 1030am woken up by the drilling and banging noise. I called front desk and inquired. Jennifer from front desk said it cant be stopped because it was an emergency repair....","January 16, 2018",10,4,cuvierqueen,"San Francisco, California, USA",10
"Courtyard by Marriott Philadelphia Airport","Some good, some not so much","We stayed one night before an early flight the next day. On the plus side: really comfy beds, room was clean, price was right. The staff was friendly and helpful. Great airport shuttle.

On the minus side: we were at the end of the first...","January 8, 2018",189,57,eastcoastbb,"East Coast",30
"Courtyard by Marriott Philadelphia Airport","Army navy game","Great location to stay for football game.  Super clean hotel.  Never got charged for parking which was nice.  In and out with no problems. I'm a huge fan of Marriott and this hotel did not let me down   I would stay again.","January 7, 2018",187,80,"Gregg P","Rogers, Minnesota",40
"Courtyard by Marriott Philadelphia Airport","Perfect for our family's stay in Philly","My family (husband, two kids ages 11 & 14 and my mother) stayed here in late December while visiting Philly-based family. We were really pleased with how friendly the staff was during our stay. Our housekeeper, Ina, especially took thoughtful care of us, making our...","January 3, 2018",14,23,Bullwinke72,"Iowa City, IA",50
"Courtyard by Marriott Philadelphia Airport","Cowboys win!!!","Came to see Dallas vs Philadelphia.  The hotel was amazing. Cheyenne drom the Bistro was the best. Was cheerful and wonderful.  The man after the game was very rude. Maybe because he was an eagles fan. 😁 But professionalism is professionalism.  Boo you sir.","December 31, 2017",18,18,MrsLeos,"San Antonio",50
"Courtyard by Marriott Philadelphia Airport","Close to airport","We stayed overnight for an early flight the next morning. The hotel is easy to find and only a few miles from the airport. They offer long term parking for $12 a day and a free shuttle to the airport. Hotel was clean and the...","December 18, 2017",100,72,MariaP123,"New York City, New York",40
"Courtyard by Marriott Philadelphia Airport","No frills stay","Check in was easy and the women working at the front desk were very friendly and helpful.  The room and bathroom were kept clean with the exception of the wastebaskets not being consistently emptied.  The walls are terribly thin.  I heard coughing, tv and other...","December 16, 2017",99,27,CW4442015,"Detroit, Michigan",30
"Courtyard by Marriott Philadelphia Airport","Nice!  Bistro Rebiew","I am a Marriott loyalist.  However,  I am highly critical of Marriott Courtyard Bistros.  If any Marriott upper management reads this I hope that you randomly try your own Bistros for Breakfast and see what you think! (Don’t do it unless you have a lot...","December 14, 2017",14,4,"Michael B",,50
"Courtyard by Marriott Philadelphia Airport","Great Choice ","Snowed in and had to find a place at the last minute. Using Trip Advisor I selected this hotel based on the comments.
Saw the tip to call the hotel for the shuttle pick up time and location.
Room was nice and very modern.
WiFi...","December 14, 2017",278,47,VanHalenII,Michigan,40
"Courtyard by Marriott Philadelphia Airport","Excellent Customer Service!","Generous and friendly staff, clean room, no complaints! Easy shuttle access to and from the airport. Great accommodations overall. Stay here while on business, quite convenient. Will definitely stay again.","December 10, 2017",2,0,spadilla26,"Boston, Massachusetts",50
"Courtyard by Marriott Philadelphia Airport","Business stay","I stayed here on arrival from Europe before travelling further and while the hotel was clean and comfortable there was just something that did not jive with me.  The food was mediocre at best and service acceptable.  I was accosted by a drunk guest requesting...","December 10, 2017",37,17,hydrosurveyor,"Lafayette, Louisiana",30
"Courtyard by Marriott Philadelphia Airport","Night before flight","I stayed at this hotel the night before my last flight.  I also used the parking for the trip.  One week is $60 which is less than most of the other parking lots.  The hotel is very clean.  The night I stayed there was an...","December 2, 2017",25,19,shawruff,douglassville,40
"Courtyard by Marriott Philadelphia Airport","No Complementary Breakfast...No Not Here!","This was a beautiful hotel. Very boutique-ish, but what was very disappointing is, unlike most Marriott properties, this chain does not offer free breakfast, yet it does have a bistro on site which is fairly expensive. 

The rooms were extremely clean and very modern. But...","November 19, 2017",19,7,jrenzy,"Camp Springs",40
"Courtyard by Marriott Philadelphia Airport","Preflight Overnight","This hotel is very convenient to the Philadelphia Airport.  Service, across the board is outstanding.  Rooms are clean and spacious.  Extended parking is available at $10.00 per day, a little pricy.  There is a pool and exercise facility that are very nice.","November 10, 2017",130,43,gfm1118,"Willow Street, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","Ugh coffee","An excellent rating but a negative title? What gives? Because everything was great except their restaurant coffee. Too strong, too Starbucks. Even their version of Earl Gray tea was served weird, with an accompanying herbal tea bag that ruined the Earl Gray flavor and curdled...","November 4, 2017",380,120,fisherdoc,"Fort Lauderdale, Florida",50
"Courtyard by Marriott Philadelphia Airport","Great stay","We stayed here to go to my sons football game at Franklin Field & for my husband to be close to the airport for his flight in the morning. It’s very convenient to the airport and they offer free shuttle to the airport. I didn’t...","October 20, 2017",96,130,pokerolls,"Egg Harbor Township, New Jersey",50
"Courtyard by Marriott Philadelphia Airport","Nice Hotel","Did not stay the night but the conference room was nice. They offered a lunch menu for us. Very good food! They have an internet cafe type situation where you can sit in front of a computer. Nice big screens Also not far from PHL...","October 18, 2017",7,4,"Chris B","Harrisburg, Pennsylvania",40
"Courtyard by Marriott Philadelphia Airport",Convient!,"The hotel is convient to the airport, the freeway and historical parts of the city. The hotel is very clean and the staff is very knowledgeable of the area. The cafe serves Starbucks coffee and has full menu for breakfast, lunch and dinner.","October 16, 2017",57,17,jack3294,"Glendale, Arizona",50
"Courtyard by Marriott Philadelphia Airport","3.75 stars ","Nice property.   Expensive for what you get especially considering no free bkst and $10 per day for parking.  However, far less expensive than staying in town.  

Walking distance to the train station.  I think $7 for the train?   Much easier to avoid traffic and the...","September 30, 2017",211,198,clpayne,"Houston, TX",30
"Courtyard by Marriott Philadelphia Airport","The People Are Amazing!","My husband and I stayed here for one night but from the moment we arrived to the moment we left everyone was awesome! Very friendly and polite, amd the rooms were clean and comfortable. Tameka at the front desk was awesome and very helpful as...","September 27, 2017",1,0,The1Mrs,"Las Vegas, Nevada",40
"Courtyard by Marriott Philadelphia Airport","Home sweet home ! ","This courtyard hotel is absolutely peaceful clean and hosted by the friendliest staff ! 
The welcome at the front desk was a start with a smile as the rooms are fresh clean and welcoming. The  food at the Bistro was tasty and fresh. The ladies...","September 15, 2017",54,16,PHXman55,,50
"Courtyard by Marriott Philadelphia Airport","Clean and Comfortable Hotel","We love this hotel!  This is our third time staying here for an international flight the next morning.  The staff is always friendly and check-in quick and efficient.  The beds and pillows are super comfortable.  We highly recommend this hotel and will definitely be back...","September 10, 2017",37,35,"Tammy T","Pottstown, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","2 very good stays","I wanted to write a quick review of the PHL courtyard. The property is conveniently located less than 10 minutes from the airport and the stay has been great both times I've been here. I want to specifically acknowledge Elliot and Tameka at the front...","August 26, 2017",24,22,"Moe P",,50
"Courtyard by Marriott Philadelphia Airport","Staff were exceptional","We stayed here 2x within 10 days and everyone was so kind; driver knew exactly where to drop us off at the airport.  I had an accident at the airport and ended up going to an Orthopedic group and the hotel let us use a...","August 25, 2017",152,38,casmkt,"Cave Creek, Arizona",50
"Courtyard by Marriott Philadelphia Airport","Clean and Modern!","We had two days left over from our trip back east and needed to stay near the airport. I'm glad we chose the Courtyard Philadelphia Airport! We had the King size bedroom with sofa. The room is small but very well arranged and appointed. Ample...","August 13, 2017",14,12,chach777,"Williamstown, New Jersey",50
"Courtyard by Marriott Philadelphia Airport","Great Hotel! ","I visited Philadelphia the first week of August 2017 and only needed a place to sleep and shower during my stay. This hotel was sufficient for what I needed. The room was kept clean and all the staff we encountered were friendly and helpful. 

My...","August 12, 2017",3,0,ABCXYZ1234567890,,40
"Courtyard by Marriott Philadelphia Airport","Great Airport Hotel","We stayed 1 night coming back from North Carolina.   The staff was very friendly and and mobile check-in worked well.  The rooms were clean and the location is great near the airport and stadiums.  We will stay again!","August 1, 2017",1,0,"Michael M",,40
"Courtyard by Marriott Philadelphia Airport","Awesome Staff!","We stayed three nights here after relocating from another hotel.  The rooms were clean.  Heather was a wealth of information and incredibly kind and friendly.  Tamika and Brandon worked tirelessly for almost an hour to help me get something printed after the guest printer stopped...","July 28, 2017",23,18,"Sarah F","Swartz Creek, Michigan, United States",50
"Courtyard by Marriott Philadelphia Airport","Wonderful Staff","My husband and I stayed here due to missing our flights back home from Bermuda in June 2017.  The airline put us up here for the night.  We were exhausted and very frustrated when we got there around 11 p.m.  Heather was at the front...","July 3, 2017",39,13,"Jackie D","Higganum, Connecticut",50
"Courtyard by Marriott Philadelphia Airport","Convenient Stopover for Early Airport Departure","This is a lovely, well-kept property just beyond the borders of the Philadelphia International Airport, perfect for travelers with early morning departures - park your car (for the duration of your trip, at prices that are competitive with other parking lots nearby and that are...","July 3, 2017",14,4,PSaunders14,"Absecon, New Jersey",50
"Courtyard by Marriott Philadelphia Airport","Solid airport hotel","I have stayed here twice for business meetings.  Both stays have been pleasant.  Parking is easy, check-in was fast and rooms immediately available.  Beds are comfortable and room was clean.  My only complaint is that the air conditioner/heater is in the room and is very...","July 2, 2017",60,34,"Donna H","Philadelphia, Pennsylvania",40
"Courtyard by Marriott Philadelphia Airport","All the right stuff!","Hopped over to Philly for an overnighter to sight see and relax! This airport location accessible by public transit (1 block away) or convenient free airport/area shuttle was a great pick.

Close enough to the airport to be accessible, but far enough away not to...","June 26, 2017",83,44,"Tony F","Portland, Oregon, United States",50
"Courtyard by Marriott Philadelphia Airport","Great Hotel","The very best hotel in the area.  The courtyard is so nice and the beds are duper comfortable.  The hotel is very clean and updated.  The hotel staff is excellent, especially to Rewards members...especially Jesús at check in!  They have a complimentary airport shuttle and...","June 25, 2017",2,0,dan_burkett,,50
"Courtyard by Marriott Philadelphia Airport","Good hotel near airport","Due to problems with our flight we missed our connection in Philadelphia and were put up in this hotel for the night by American Airlines. This was on Memorial Weekend and I had previously heard the air stewardesses saying that there were no rooms to...","June 22, 2017",8,2,eskiepeskie,,40
"Courtyard by Marriott Philadelphia Airport","Friendly Staff","Great hotel not very far from city center.  The woman at the front desk who checked us in, Heather, was super friendly!  She is an asset to your hotel.  The rooms were very clean, no noise issues.  Breakfast in the morning was delicious.  I would...","June 21, 2017",25,16,"Jen N","Cranford, New Jersey",50
"Courtyard by Marriott Philadelphia Airport","Missed my flight","I was highly upset due to missing my flight. The airport sent me and two others to this hotel. The front desk staff was VERY helpful, friendly and just all around great. The hotel appears to be newly remodeled and the rooms are gorgeous. The...","June 12, 2017",1,0,"Amanda C",,50
"Courtyard by Marriott Philadelphia Airport","Surprisingly Disappointed","Due to a missed flight connection, American Airlines provided us accommodation at this hotel. The hotel's lobby is modern, however, our room appeared to be old and in need of renovation. The dust ruffle around the base of the bed was tattered and should have...","June 10, 2017",282,184,theexpert,"United States",20
"Courtyard by Marriott Philadelphia Airport","The best staff in Philadelphia","From the moment my boyfriend and I arrived, we were greeted by the welcoming and friendly faces of Shanelle, Jesús and Tamilka. After driving from DC, though rush hour after a long days work, the staff made the check-in process a breeze. They assisted with...","June 7, 2017",1,0,eboniegibbs,"Washington DC, District of Columbia",40
"Courtyard by Marriott Philadelphia Airport","Very Nice","Everything was good here.  The hotel was clean and the staff was friendly.  They do charge you for parking so be aware if you are staying.  There is also no benefit for being a Marriott Rewards member (ex. you get free waters with Hilton Honors)...","June 5, 2017",41,6,"Christina U",,40
"Courtyard by Marriott Philadelphia Airport","Great Staff","Shuttle and front desk staff were kind and professional. Our check in was easy and room was clean. This hotel is in a financially depressed area. There is nothing within walking distance such as a restaurant. Nor would you want to walk outside near this...","June 4, 2017",9,9,dzuspann,"Alto, Michigan",30
"Courtyard by Marriott Philadelphia Airport","Clean and convenient","Great location very close to the airport. Only a few minute drive. Clean and comfortable like you would expect from Courtyard but a little dated. Rooms need updating. Furniture was little banged up. Air did not work upon arrival but it was fixed by maintenance...","May 26, 2017",27,4,"Charlie H","Palmyra, Tennessee",30
"Courtyard by Marriott Philadelphia Airport","Good hotel next to PHL","Quick check-in. Large clean room. Nice shower. Comfy bed. Amenities such as pool/gym/bar area.
Negatives:
1. Got charged $10 per day parking, plus a bogus ""valet tax"" of $15.  That despite being a long-time Marriott Rewards member.
2. Complimentary breakfast does not start till 6am....","May 20, 2017",80,80,akory99,PA,30
"Courtyard by Marriott Philadelphia Airport","Typical Airport Hotel","The hotel was just fine. $10/night for parking was a surprise. Beds were comfortable, rooms were clean and up to date. Staff was very friendly, especially at the bar. They were a little slow at breakfast, but made excellent recommendations for dinner. This is a...","May 17, 2017",233,43,"Louis H","Lexington, United States",30
"Courtyard by Marriott Philadelphia Airport",Great,"This Hotel is a great affordable place to stay and the employees are amazing and respectful and also helpful. The rooms are gorgeous and the beds are very comfortable. The only thing that I was not a fan of was their gym it was very...","May 7, 2017",5,1,lilcreamy2007,"Miami, Florida",40
"Courtyard by Marriott Philadelphia Airport","Very clean, semi updated. overall great experience","Quick View: 

If you need to be near the airport this location is great, if you need to be downtown not so much, about 25-30 minutes depending on traffic. Common areas have been updated and the hotel was very clean overall. Comfortable room, not lots...","April 27, 2017",37,14,Lets_Tacobout_it2,"Canton, Georgia",40
"Courtyard by Marriott Philadelphia Airport","Business Training","I had business training at Courtyard by Marriott Philadelphia Airport and it was easiest to for me to attend the training and stay at the hotel. It was really nice staying at the hotel and attending the training within the conference rooms it gave me...","April 26, 2017",150,58,"Bill D","Brooklyn, New York",40
"Courtyard by Marriott Philadelphia Airport","It's a MARRIOTT!","We love staying here the night before our early flights as it's a few steps away from the terminal. You really don't need to take the shuttle! The restaurant is great, the people more than helpful and the rooms are great! You can't miss with...","April 25, 2017",154,52,JeromeAvalon_NJ,"Avalon, NJ",50
"Courtyard by Marriott Philadelphia Airport","Great place","I was there 3 days.  Room clean and comfortable.  Staff efficient.  This place is busy because it is so close to the airport (which is exactly why I stayed there).  There is an airline departures screen in the lobby, along with 2 screens and a...","April 24, 2017",46,8,Rubyrose324,Colorado,40
"Courtyard by Marriott Philadelphia Airport","It was fine ","I didn't spend much time there.  Had an early morning flight and I figured that it would be best to stay there for the nite.  Gave me a candy bar for checking in via mobile app.  Nice touch.  They must really want to eliminate more...","April 21, 2017",44,18,"Courney B","Philadelphia, New York",40
"Courtyard by Marriott Philadelphia Airport","Business trip","I recently stayed at this courtyard property and I was impressed by the professional, attentive staff and the well kept hotel. This was a last minute stay and I'm glad I decided on the Courtyard. My room was clean and the bed was comfortable.","April 15, 2017",8,10,arachaeldavis,"Atlanta, Georgia",50
"Courtyard by Marriott Philadelphia Airport","Late night stop over","Check in was quick- my main problem was the room and towels had a musty smell. The fitted sheet on my bed was also not fitted at all- it was like a size too big and so moved all over the bed- which is annoying....","April 7, 2017",233,83,jpsunshine99,Bridgeport,30
"Courtyard by Marriott Philadelphia Airport","Staff is the best around","The staff really appreciates travelers needs and wants. They are willing to go at lengths to make sure customers are taken care of. Jesus and Elliot have been really great at the front desk.  Shanelle works hard at the Bistro and makes sure the food...","March 29, 2017",1,0,"Jim V","Monterrey, Mexico",50
"Courtyard by Marriott Philadelphia Airport","Check Your Credit Card Charges","This hotel is fine, room-wise. It's the front desk that needs some attention. I made the mistake of reserving 2 rooms for the wrong night and not realizing it until I tried to check-in. Mea Culpa on my part, yes. But the front desk agreed...","March 29, 2017",38,31,SuitcaseCarolyn,"Washington DC, District of Columbia",20
"Courtyard by Marriott Philadelphia Airport","Very cozy","Very welcoming and inviting feel..great staff as well. The food is great and near resturaunts and other stores. Room is clean and quiet. Very well kept. 

If you come here you will not regret it.......






Sc","March 20, 2017",1,0,"Sadiq C",,50
"Courtyard by Marriott Philadelphia Airport","Quick &a easy process at the end of a long work day","Jesus was awesome, he immediately greeted me when I walked in the door. Acknowledged my status, promptly checked me in, explained parking/breakfast/restaurant/snack market. He very professional and polite. Quick and easy process. Thanks Jesus","March 19, 2017",5,7,31love2travel,"Washington DC, District of Columbia",50
"Courtyard by Marriott Philadelphia Airport","They understand customer service","Had an extremely early flight so stayed here the night before. I always stayed @ the full service Marriott before but it has been on a consistent downward spiral and since this stay was on a Friday night there would be no concierge lounge hours...","March 6, 2017",1,0,"Butch E",,50
"Courtyard by Marriott Philadelphia Airport","overnight stay and transport to airport was great","overnight stay and transport to airport was great. Service was good. Room was clean
We should have taken advantage of the outside patio, that seemed relaxing.
We didn't stay for the breakfast. Internet was slow.","March 1, 2017",2,0,jessieseaver128,"Galloway, New Jersey",50
"Courtyard by Marriott Philadelphia Airport","Same as always = Excellent","We stay here before any of our early flights out of PHL.. and it's always the same. We're ALWAYS greeted professionally by super friendly front desk staff. The check-in is ALWAYS swift. The room is ALWAYS clean and comfortable. The airport shuttle is ALWAYS manned...","February 25, 2017",701,312,Hokie67,"Chestertown, Maryland",50
"Courtyard by Marriott Philadelphia Airport","Convenient Pre Flight Hotel","My wife and I stayed here before our flight to Florida. The staff was pleasant and professional. There was an indoor pool that quite a few guests were enjoying. They offer breakfast starting at 7 AM which was too late for our flight but convenient...","February 23, 2017",184,50,"Mike M",,40
"Courtyard by Marriott Philadelphia Airport","Park and Fly","My wife and I had a 7:00 am flight and we're looking for a good place to stay and park our car while we were gone for nine days.  We were able to get a good rate that included 14 days of parking.  The room...","February 11, 2017",3,1,"Jeff M",,50
"Courtyard by Marriott Philadelphia Airport","Nice place for weary traveler","Got put up here by American Airlines for the night after a late plane caused me to miss my connection. The hotel is perfect. Laundry, little convenient store at front desk, small bar, little restaurant and friendly front desk people.  The store has everything you...","January 23, 2017",74,37,LandLockedMermaidTif,"Elmira, New York",50
"Courtyard by Marriott Philadelphia Airport","Newly renovated. Very well done!","This Courtyard by Marriott was recently renovated. Beautiful, modern decor. Like all other Courtyard's there was ample seating room in the lobby, great common computer access, and great Bistro. Front desk staff were extremely nice and very helpful. Gloria at the front desk was particularly...","January 12, 2017",27,7,"Sidney G","Brooklyn, New York",50
"Courtyard by Marriott Philadelphia Airport","Awesome Staff","I stayed here a while back but I needed to share my experience.  Courtyard is my hotel of choice however, they didn't have availability for my first night. I stayed one night at another Marriott brand and they were undergoing renovation in the pool and...","January 9, 2017",24,11,mstsstone10,Ohio,50
"Courtyard by Marriott Philadelphia Airport","Good park & fly location","Spent few hours w/ family for a cat nap prior to flight. Reasonable rate to park & fly ($8 a day). Suite was spacious and clean. Holiday decor in lobby was attractive. Have no complaints and would stay again.","December 18, 2016",30,25,"David M","Princeton, New Jersey",40
"Courtyard by Marriott Philadelphia Airport","Great Service","We had a layover in Philadelphia due to connecting flights.  The Courtyard Marriott was very convenient to airport and offered everything needed for our short stay.  Friendly staff. A special thanks to Saikou our shuttle driver for his timely pick up and assistance.  Very professional....","December 14, 2016",2,0,kayb128,"Surfside Beach, South Carolina",40
"Courtyard by Marriott Philadelphia Airport","Great Staff and nice rooms","Checked in to this hotel for a pre-night with my American Fiancé on the 11/27/16 at 9:30pm before an early morning flight to Miami, the young man on reception was the most friendliest I've encountered anywhere. I work in the tourism industry in Ireland and...","December 2, 2016",9,5,"Murt O",,50
"Courtyard by Marriott Philadelphia Airport","Middle of Night False Fire Alarm","I had an unpleasant experience in this hotel.  At 1:30am I awoke out of a dead sleep to the fire alarm.  When I went down to the lobby there were a bunch of other guests and one lone staff member at the desk answering phones. ...","December 1, 2016",3,1,worldtraveller31_11,"New York City, New York",20
"Courtyard by Marriott Philadelphia Airport","Solid Courtyard","I prefer to stay at the Philadelphia airport Marriott when I'm in town, but they were booked solid, so I picked the Courtyard nearby.

Ok, it's not attached to the terminal but my outbound flight is mid-day and this place was $80 a night cheaper....","November 27, 2016",279,75,"Mark H","Fond du Lac, Wisconsin",40
"Courtyard by Marriott Philadelphia Airport","Great night's sleep!","Friendly and accommodating staff and such comfortable beds!  The staff made sure there was fresh coffee - shuttle to and from airport was very easy and expeditious.  Picked us up from the airport within 5 minutes.  Very courteous.","November 16, 2016",13,1,"Deborah D",,50
"Courtyard by Marriott Philadelphia Airport","Typical: ok weekdays - worthless weekends","Like a lot of airport, mid-level hotels, this place is good enough Monday thru Thursday nights.  But on the weekends it's loud and borderline dangerous.  I not being hyperbolic: the weekend crowd is using/dealing drugs while making a lot of noise.  

There is security, but...","November 15, 2016",29,11,Patsmear,"Grand Forks, North Dakota",10
"Courtyard by Marriott Philadelphia Airport",Okay,"Stayed here on short work overnight.  Hotel is remote with only one restaurant within walking distance. Bistro is grossly overpriced.  Rooms are average size with typical a/c units..right next to the desk. Good selection of free newspapers in morning.","November 1, 2016",144,43,"Ron M","Menasha, Wisconsin",50
"Courtyard by Marriott Philadelphia Airport","Convenient when flying","Had an early flight out of PHL 
Property in clean,comfortable and close to PHL airport
Was going to park there as I had spoken to someone on phone who quoted 60 for 2 week parking but once there front desk said 8 per day  (about...","October 29, 2016",84,20,IAIPRES,Southampton,30
"Courtyard by Marriott Philadelphia Airport","Friendly staff and nice room!","My husband and I had to leave our honeymoon in Jamaica early due to Hurricane Matthew and had a long layover in Philadelphia on our trip home. We got to talking with the friendly front desk staff, and they immediately did what they could to...","October 25, 2016",7,2,young924,"Portland, Oregon",50
"Courtyard by Marriott Philadelphia Airport","Nice hotel by the airport","This was a very typical airport hotel that offered a shuttle service (must schedule), had a market, bar/restaurant area, gym, and laundry facility. 
The rooms were clean and what one would expect to find in a hotel by the airport. All the front desk and...","October 24, 2016",54,19,Yeppersitsme,"United States",40
"Courtyard by Marriott Philadelphia Airport",Clueless,"Typical Courtyard property.  All seemed OK until it was discovered that the thermostat in the room was stuck on heat only.  Long story short, the on-site staff had no clue how to repair (2 different guys tried) and treated the paying guest like they were...","October 21, 2016",1,1,mattb8052016,"Los Angeles, California",10
"Courtyard by Marriott Philadelphia Airport",Overrated,"Nice but not worth the money. Room was clean but 'fuzz' in the normal places a vacuum doesn't easily reach.  Our arrival was delayed by four hours and night clerk was not too friendly with these late arriving guests. 
One day, I had mud on...","October 12, 2016",12,3,"Laura M","Weatherford, Oklahoma",40
"Courtyard by Marriott Philadelphia Airport","Excellent service","Flight cancelled and have to check in early...The hotel staff was extremely helpful! I was able to get some rest before the meeting.

The room was nice and clean. 

The airport shuttle was convenient. About 5-10 min away from the terminal.","October 11, 2016",164,56,Machilus,"San Diego, California",50
"Courtyard by Marriott Philadelphia Airport","Watch out. ","After we checked in, we saw a large black curly hair on the back of the toilet seat. We called the front desk, they said it would be cleaned and we left for dinner. When we returned, the hair was still there. The front desk...","October 1, 2016",299,85,Nonnieandpops,"New Hope, Pennsylvania",20
"Courtyard by Marriott Philadelphia Airport","Clean and no bugs !!","Got there late and the staff was wonderful. They got me registered quickly and I was in my room in no time. Maid did a great job keeping the room clean for my stay. It's about 20 minutes away from downtown if you drive but...","September 29, 2016",14,4,"Ashley R","Rochester, New York",40
"Courtyard by Marriott Philadelphia Airport","A lot of money for a very modest hotel","Odd circumstances argued for staying near PHL. Desired room was unavailable at the only full service airport hotel. Staff was pleasant enough there but could not accommodate normal traveler requirements like valet or bellman. For the price charged they should have parked the car and...","September 28, 2016",65,26,mburrows,"Washington DC, District of Columbia",30
"Courtyard by Marriott Philadelphia Airport","The cheapest best sleep next to the airport","This only 1.8 miles from the Philly airport and they have a shuttle.  Good value for a hotel in this area.  the other closest Marriott at the airport charges $100 more.  Clean, quiet, solid - exactly what you would expect from a Marriott.","September 17, 2016",36,7,"Art C","Pasadena, California",50
"Courtyard by Marriott Philadelphia Airport","Great location to PHL.","Had a comfortable stay. Close to the airport. I found the service to be below average. Two front desk people were busy working on their cell phones, so I sat and waited with my luggage until one finished ""playing"" then helped me. Later came down...","September 15, 2016",129,39,FirstClass2C,"Palm Springs, California",30
"Courtyard by Marriott Philadelphia Airport","The staff was so rude. I would never stay there again. Wasn't worth what we paid.","This hotel was nice, but I couldn't get over how rude the staff were. Checking in was very stressful because the staff was hard to understand. When I asked questions I got answers but in a rude manner. The next morning we were catching the...","September 14, 2016",13,2,"Jodi S",,20
"Courtyard by Marriott Philadelphia Airport","Convenient, clean, fast wifi","Location to airport makes things easy, and philly isn't too big so 15min. From the furthest possible attraction. Faster wifi than most hotels, and clean. Staff was friendly and check in was a breeze. I would stay here again a great value in Philly considering...","September 9, 2016",76,32,Familymanbuyer,"Albuquerque, New Mexico",40
"Courtyard by Marriott Philadelphia Airport","Short visit to Philly","In town for business for a couple of days.  Property was clean and staff were very helpful.  Check in and check out were very easy and there is a small cafe at the entrance for breakfast and evening snacks - that was handy after a...","August 26, 2016",54,25,Wobblyboot,"New South Wales, Australia",50
"Courtyard by Marriott Philadelphia Airport","Short but very pleasant stay","In town for a quick trip to pick a family member up from an international flight into PHL, to stay the night before heading home. Very quick check-in with our reservation. The staff at both check in and check out were very pleasant! The room...","August 20, 2016",1,0,"Peggy S",,50
"Courtyard by Marriott Philadelphia Airport","great airport option!","We were leaving on an early flight out of Philly airport. After arriving at the Courtyard, the staff person suggested we could unload our luggage in the room, return our rental that afternoon, take the hotel shuttle back and then take the hotel shuttle to...","August 7, 2016",18,8,midwestDee,"Bolingbrook, Illinois",50
"Courtyard by Marriott Philadelphia Airport","Nice, clean property","We did the park and fly. No problems at all. The driver who picked us up at the airport was very friendly. As a matter of fact, all the employees were very nice. The rooms were nice and clean. Restaurant at hotel is alittle expensive...","August 3, 2016",35,9,bird103,"Lancaster, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","Excellent Hotel, nice Rooms.","This rooms are very nice, not too big, but well decorated, and comfortable. All the thing you need, WI-FI, a nice bed, Cable TV, etc.

The restaurant is good, very nice breakfast, For dinner i recommend go to one of the multiple restaurants in Philadelphia,...","July 28, 2016",39,4,"Gustavo N",,50
"Courtyard by Marriott Philadelphia Airport","Nice place to stay","It is a nice place to stay, you can easily get to the city attractions and landmarks.
Rooms are clean and neat, bed was soft and warm so you can get a goodnight sleep easily.
Employees are kind and always ready to help whenever you...","July 21, 2016",14,3,"Carlos P","Quito, Ecuador",50
"Courtyard by Marriott Philadelphia Airport","Philly hotel","Great hotel, fast airport pick up friendly staff. Good food and nice pool! I stay here often and it's always great! Early morning departure driver is always there ready to go. 
The beds are very comfortable and the hotel is nice and new. I will...","July 18, 2016",2,0,"Patti C","Metro Minneapolis-Saint Paul, Minnesota",50
"Courtyard by Marriott Philadelphia Airport","Lovely grounds, costly food","This is a somewhat hidden hotel close to the airport.  The staff and shuttle driver were very personable and helpful.  The room was comfortable.  The hotel, landscaping and courtyard patio are are really lovely and very inviting, just adjacent to a fine indoor pool.  The...","July 16, 2016",152,67,dar019,"York, Pennsylvania",40
"Courtyard by Marriott Philadelphia Airport","1 hour later and I finally gave up on the airport shuttle","I got detailed instructions on how the airport shuttle will be sent upon my requesting it to pick me up from the airport and bring me to the hotel. After waiting initially for 30 minutes at 11pm I called again. This time I was put...","July 10, 2016",2,0,"Chris P","Louisville, Kentucky",20
"Courtyard by Marriott Philadelphia Airport","One Night Stay Before Warly Flight","Our family of 4 spent one night here because of an early flight the next morning.   The staff were friendly and helpful and the beds were queens and super comfortable! The free shuttle to the airport was on time. My only complaint/suggestion is an airport...","July 10, 2016",18,3,"Tricia S","Charlotte, North Carolina",30
"Courtyard by Marriott Philadelphia Airport","Nice hotel with free shuttle service to airport","Modern, clean rooms close to airport (although I did not hear any jet noise).  Shuttle runs to airport every 30 minutes but came right to the airport when I called to be picked up.  Standard Courtyard Cafe for breakfast and snacks, and the prices were...","July 5, 2016",74,52,bigredwombat,"Plano, Texas",40
"Courtyard by Marriott Philadelphia Airport","Great for Stay and Fly (Parking)","We went on vacation and had an early morning flight out of Philly.  We stayed here because we always stay at Marriott properties and because of the Stay and Fly parking option.  We returned to find our car in great shape where we parked it....","June 29, 2016",106,85,Thundergrass,"Harrisburg, Pennsylvania, United States",40
