id,title_fa,title_en,link,logo_link,decorated_grade,location,rank,is_recommended_percent,decorated_score,reviews_count
3829,هتل هامپتون این بای هیلتون اتاوا,Hampton Inn by Hilton Ottawa hotel,https://lastsecond.ir/hotels/3829-hampton-inn-by-hilton-ottawa,http://cdn.last.upload.ir/2017/08/31/TMHKvoVou1yHXTdaEVxYWKRB7eBE0xxSrT9dfHIb.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""دو ستاره تاپ""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-half-empty orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 733, 'slug': 'ottawa', 'title_fa': 'اتاوا', 'parent_title': 'کانادا', 'parent': {'id': 690, 'slug': 'canada', 'title_fa': 'کانادا'}, 'hotels_count': 2}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
4085,رستاق,Rostagh,https://lastsecond.ir/hotels/4085-rostagh,http://cdn.last.upload.ir/2017/09/27/cDgyhadOudOYMOUVpduzckXsWEmiDkXLb9olddS6.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""اقامتگاه بوم گردی""><i class=""fa fa-eject orange-text""></i></div>","{'id': 391, 'slug': 'yazd', 'title_fa': 'یزد', 'parent_title': 'استان یزد', 'parent': {'id': 383, 'slug': 'yazd-province', 'title_fa': 'استان یزد'}, 'hotels_count': 15}",7,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
246,هتل البوستان روتانا,Al Bustan Rotana hotel,https://lastsecond.ir/hotels/246-al-bustan-rotana-hotel,http://cdn.last.upload.ir/v1/hotels/987_1212032057008927105_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 474, 'slug': 'dubai', 'title_fa': 'دبی', 'parent_title': 'امارات', 'parent': {'id': 473, 'slug': 'uae', 'title_fa': 'امارات'}, 'hotels_count': 257}",82,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
502,هتل سللونا,Sol Luna hotel,https://lastsecond.ir/hotels/502-sol-luna,http://cdn.last.upload.ir/v1/hotels/155089_1112070534004814094_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 651, 'slug': 'bulgaria', 'title_fa': 'بلغارستان', 'parent_title': 'اروپا', 'parent': {'id': 548, 'slug': 'europe', 'title_fa': 'اروپا'}, 'hotels_count': 8}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
758,هتل کادیکاله,Kadikale Hotel Bodrum hotel,https://lastsecond.ir/hotels/758-kadikale-hotel-bodrum,http://cdn.last.upload.ir/v1/hotels/185260_1201021545005482230_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 458, 'slug': 'bodrum', 'title_fa': 'بدروم', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 96}",22,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1526,هتل ناتور گاردن,Natur Garden hotel,https://lastsecond.ir/hotels/1526-natur-garden,http://cdn.last.upload.ir/v1/hotels/48525237.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 458, 'slug': 'bodrum', 'title_fa': 'بدروم', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 96}",22,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1782,هتل اونار ویلیج,Onar Village hotel,https://lastsecond.ir/hotels/1782-onar-village,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 627, 'slug': 'north_cyprus', 'title_fa': 'قبرس شمالی', 'parent_title': 'قبرس', 'parent': {'id': 626, 'slug': 'cyprus', 'title_fa': 'قبرس'}, 'hotels_count': 43}",12,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2294,هتل پاپیون آیشا ,Papillon Ayscha hotel,https://lastsecond.ir/hotels/2294-papillon-ayscha,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 448, 'slug': 'belek', 'title_fa': 'بلک', 'parent_title': 'آنتالیا', 'parent': {'id': 443, 'slug': 'antalya', 'title_fa': 'آنتالیا'}, 'hotels_count': 62}",24,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2550,هتل فورچون سلکت رجینا,Fortune Select Regina hotel,https://lastsecond.ir/hotels/2550-fortune-select-regina,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره تاپ""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-half-empty orange-text""></i></div>","{'id': 639, 'slug': 'goa', 'title_fa': 'گوا', 'parent_title': 'هند', 'parent': {'id': 634, 'slug': 'india', 'title_fa': 'هند'}, 'hotels_count': 32}",5,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2806,هتل دلوکس,Deluxe Baku hotel,https://lastsecond.ir/hotels/2806-deluxe-baku,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 621, 'slug': 'baku', 'title_fa': 'باکو', 'parent_title': 'آذربایجان', 'parent': {'id': 620, 'slug': 'azerbaijan', 'title_fa': 'آذربایجان'}, 'hotels_count': 80}",12,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3062,هتل پالما پالاس,Palma Palace hotel,https://lastsecond.ir/hotels/3062-palma-palace,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""(ستاره هتل نامشخص)""><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i></div>","{'id': 521, 'slug': 'erbil', 'title_fa': 'اربیل', 'parent_title': 'عراق', 'parent': {'id': 518, 'slug': 'iraq', 'title_fa': 'عراق'}, 'hotels_count': 5}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3318,هتل ارکید کلیم بی ,Orchid Kalim Bay hotel,https://lastsecond.ir/hotels/3318-orchid-kalim-bay,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 481, 'slug': 'phuket', 'title_fa': 'پوکت', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 162}",35,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3574,هتل اینترکانتیننتال موریس ریزورت,InterContinental Mauritius hotel,https://lastsecond.ir/hotels/3574-intercontinental-mauritius,http://cdn.last.upload.ir/v1/hotels/40648210.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 668, 'slug': 'mauritius', 'title_fa': 'جزیره موریس', 'parent_title': 'آفریقا', 'parent': {'id': 667, 'slug': 'africa', 'title_fa': 'آفریقا'}, 'hotels_count': 22}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
4086,هتل میتکی لاین,Hotel Metekhi Line,https://lastsecond.ir/hotels/4086-hotel-merekhi-line,http://cdn.last.upload.ir/2017/09/27/19m8M6oX3watxlx3TNcXzjh2ccUaXS8S2o9mL9d1.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 645, 'slug': 'tbilisi', 'title_fa': 'تفلیس', 'parent_title': 'گرجستان', 'parent': {'id': 644, 'slug': 'georgia', 'title_fa': 'گرجستان'}, 'hotels_count': 159}",31,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
247,هتل ال موروج روتانا,Al Murooj Rotana hotel,https://lastsecond.ir/hotels/247-al-murooj-rotana,http://cdn.last.upload.ir/v1/hotels/69331_120725162747889_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 474, 'slug': 'dubai', 'title_fa': 'دبی', 'parent_title': 'امارات', 'parent': {'id': 473, 'slug': 'uae', 'title_fa': 'امارات'}, 'hotels_count': 257}",82,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
759,هتل ورا ایجن دریم ریزورت,Aegean Dream Resort hotel,https://lastsecond.ir/hotels/759-aegean-dream-resort,http://cdn.last.upload.ir/v1/hotels/17813447.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 458, 'slug': 'bodrum', 'title_fa': 'بدروم', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 96}",22,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1271,هتل پاریس,Paris Armenia hotel,https://lastsecond.ir/hotels/1271-paris-armenia,http://cdn.last.upload.ir/v1/hotels/35052276.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 642, 'slug': 'yerevan', 'title_fa': 'ایروان', 'parent_title': 'ارمنستان', 'parent': {'id': 641, 'slug': 'armenia', 'title_fa': 'ارمنستان'}, 'hotels_count': 64}",22,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1527,هتل رد لاین ,Red Lion Bodrum hotel,https://lastsecond.ir/hotels/1527-red-lion-bodrum,http://cdn.last.upload.ir/v1/hotels/6533693.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""دو ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 458, 'slug': 'bodrum', 'title_fa': 'بدروم', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 96}",22,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1783,هتل کوریوم پالاس,Curium Palace hotel,https://lastsecond.ir/hotels/1783-curium-palace,http://cdn.last.upload.ir/v1/hotels/33922086.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 629, 'slug': 'limassol', 'title_fa': 'لیماسول', 'parent_title': 'قبرس جنوبی', 'parent': {'id': 628, 'slug': 'south_cyprus', 'title_fa': 'قبرس جنوبی'}, 'hotels_count': 20}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2039,هتل رتاج رویال استانبول,Retaj Royale Istanbul hotel,https://lastsecond.ir/hotels/2039-retaj-royale-istanbul,http://cdn.last.upload.ir/v1/hotels/43051723.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",161,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2295,هتل ورا سیگیت ریزورت ,Vera Seagate Resort hotel,https://lastsecond.ir/hotels/2295-vera-seagate-resort,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 448, 'slug': 'belek', 'title_fa': 'بلک', 'parent_title': 'آنتالیا', 'parent': {'id': 443, 'slug': 'antalya', 'title_fa': 'آنتالیا'}, 'hotels_count': 62}",24,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2551,هتل ناگوا گرند ,Nagoa Grande hotel,https://lastsecond.ir/hotels/2551-nagoa-grande,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 639, 'slug': 'goa', 'title_fa': 'گوا', 'parent_title': 'هند', 'parent': {'id': 634, 'slug': 'india', 'title_fa': 'هند'}, 'hotels_count': 32}",5,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2807,هتل آناتولیا باکو,Anatolia Baku hotel,https://lastsecond.ir/hotels/2807-anatolia-baku,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 621, 'slug': 'baku', 'title_fa': 'باکو', 'parent_title': 'آذربایجان', 'parent': {'id': 620, 'slug': 'azerbaijan', 'title_fa': 'آذربایجان'}, 'hotels_count': 80}",12,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3063,هتل سان پالاس,Sun Palace hotel,https://lastsecond.ir/hotels/3063-sun-palace,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""(ستاره هتل نامشخص)""><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i></div>","{'id': 521, 'slug': 'erbil', 'title_fa': 'اربیل', 'parent_title': 'عراق', 'parent': {'id': 518, 'slug': 'iraq', 'title_fa': 'عراق'}, 'hotels_count': 5}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3319,هتل 88 ,88 Patong Beach hotel,https://lastsecond.ir/hotels/3319-88-patong-beach,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 481, 'slug': 'phuket', 'title_fa': 'پوکت', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 162}",35,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3575,هتل اوتریگر موریس بیچ ریزورت,Outrigger Mauritius Beach hotel,https://lastsecond.ir/hotels/3575-outrigger-mauritius-beach,http://cdn.last.upload.ir/v1/hotels/28842171.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 668, 'slug': 'mauritius', 'title_fa': 'جزیره موریس', 'parent_title': 'آفریقا', 'parent': {'id': 667, 'slug': 'africa', 'title_fa': 'آفریقا'}, 'hotels_count': 22}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
3831,هتل جرجیا ,Georgia Hotel ,https://lastsecond.ir/hotels/3831-georgia-hotel,http://cdn.last.upload.ir/2017/05/28/oQq3hCIFxltXGz9XqgwDDMOCz5ePGNOTayNciPq2.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""متل""><i class=""fa fa-home orange-text""></i></div>","{'id': 645, 'slug': 'tbilisi', 'title_fa': 'تفلیس', 'parent_title': 'گرجستان', 'parent': {'id': 644, 'slug': 'georgia', 'title_fa': 'گرجستان'}, 'hotels_count': 159}",31,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
4087,هتل آلپو,Hotel Aleppo,https://lastsecond.ir/hotels/4087-aleppo-hotel,http://cdn.last.upload.ir/2017/09/27/bmuBmOG0C72oI13nvg9irYV0c3Caz9vcGSNuQ1uH.jpeg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره تاپ""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-half-empty orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 641, 'slug': 'armenia', 'title_fa': 'ارمنستان', 'parent_title': 'آسیا', 'parent': {'id': 2, 'slug': 'asia', 'title_fa': 'آسیا'}, 'hotels_count': 1}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
248,هتل دوسیت تانی,Dusit Thani Dubai hotel,https://lastsecond.ir/hotels/248-dusit-thani-dubai,http://cdn.last.upload.ir/v1/hotels/3922_120816133234841_STD.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 474, 'slug': 'dubai', 'title_fa': 'دبی', 'parent_title': 'امارات', 'parent': {'id': 473, 'slug': 'uae', 'title_fa': 'امارات'}, 'hotels_count': 257}",82,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1016,هتل هیل ساید ریزورت,Hill Side Resort hotel,https://lastsecond.ir/hotels/1016-hill-side-resort,http://cdn.last.upload.ir/v1/hotels/7777702.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""سه ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 477, 'slug': 'pataya', 'title_fa': 'پاتایا', 'parent_title': 'تایلند', 'parent': {'id': 476, 'slug': 'thailand', 'title_fa': 'تایلند'}, 'hotels_count': 155}",52,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1528,هتل سان کلاب,Sun Club Bodrum hotel,https://lastsecond.ir/hotels/1528-sun-club-bodrum,http://cdn.last.upload.ir/v1/hotels/8842661_42_z.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 458, 'slug': 'bodrum', 'title_fa': 'بدروم', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 96}",22,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
1784,هتل سیاو استلیو,Ciao Stelio hotel,https://lastsecond.ir/hotels/1784-ciao-stelio,http://cdn.last.upload.ir/v1/hotels/50160378.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 630, 'slug': 'larnaca', 'title_fa': 'لارناکا', 'parent_title': 'قبرس جنوبی', 'parent': {'id': 628, 'slug': 'south_cyprus', 'title_fa': 'قبرس جنوبی'}, 'hotels_count': 33}",1,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2040,هتل گرند اورال,Grand Oral hotel,https://lastsecond.ir/hotels/2040-grand-oral,http://cdn.last.upload.ir/v1/hotels/15219043.jpg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""(ستاره هتل نامشخص)""><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i><i class=""fa fa-star-o grey-text""></i></div>","{'id': 456, 'slug': 'istanbul', 'title_fa': 'استانبول', 'parent_title': 'ترکیه', 'parent': {'id': 442, 'slug': 'turkey', 'title_fa': 'ترکیه'}, 'hotels_count': 308}",161,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2296,هتل لیندا آپارت,Linda Apart hotel,https://lastsecond.ir/hotels/2296-linda-apart,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""هتل آپارتمان""><i class=""fa fa-building orange-text""></i></div>","{'id': 451, 'slug': 'side', 'title_fa': 'سیده', 'parent_title': 'آنتالیا', 'parent': {'id': 443, 'slug': 'antalya', 'title_fa': 'آنتالیا'}, 'hotels_count': 34}",7,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2552,هتل هریتیج ویلج کلاب گوا ,Heritage Village Club Goa hotel,https://lastsecond.ir/hotels/2552-heritage-village-club-goa,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""پنج ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i></div>","{'id': 639, 'slug': 'goa', 'title_fa': 'گوا', 'parent_title': 'هند', 'parent': {'id': 634, 'slug': 'india', 'title_fa': 'هند'}, 'hotels_count': 32}",5,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
2808,هتل دیوان اکسپرس باکو,Divan Express Baku hotel,https://lastsecond.ir/hotels/2808-divan-express-baku,https://lastsecond.ir/site/images/placeholder/hotel.svg,"<div class=""d-inline-block ltr hotelGrade"" data-toggle=""tooltip"" data-placement=""left"" title=""چهار ستاره""><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star orange-text""></i><i class=""fa fa-star-o orange-text""></i></div>","{'id': 621, 'slug': 'baku', 'title_fa': 'باکو', 'parent_title': 'آذربایجان', 'parent': {'id': 620, 'slug': 'azerbaijan', 'title_fa': 'آذربایجان'}, 'hotels_count': 80}",12,0,"<div class=""hotelScore""><div class=""score"" style=""width: 0%""></div></div>",0
