num_reviews,hotel_name,review_title,review_body,review_date,num_reviews_reviewer,reviewer_name,bubble_rating
"1,653","The Ritz-Carlton, Philadelphia",Average,While I'll agree that the staff is over the top friendly and helpful and the hotel is in an awesome location. However the hotel accommodations are pretty sub par when compared to other ritz carltons. The room was one of the smallest hotel rooms I've...,"May 6, 2015",646,Thedevelopingimage,3
"1,653","The Ritz-Carlton, Philadelphia",State of the Art!,"Stayed there 2 years in a row for the marathon, enjoyed it so much!
- All the staff has been very nice to us! The concierge was really helpful, he understood perfectly our preferences and found us awesome places to eat and party!!!
- Perfect...","May 19, 2015",3,MarathonRunner2014,5
"1,653","The Ritz-Carlton, Philadelphia",I thought it would be more impressive,"The hotel location is great, easy to walk to business locations, restaurants etc. The building is historic and spectacular lobby. The restaurant has an excellent menu and delicious food with professional staff. I was surprised by the out dated guest rooms; I was expecting so...","May 25, 2015",8,Sue C,3
"1,653","The Ritz-Carlton, Philadelphia",beautiful hotel in great location,"This is a beautiful hotel. The location is great, and James the concierge is fantastic. You should let him pick all your restaurants for you. The service is very good, the rooms are nice sized, and it is within easy walking distance of many restaurants...","May 4, 2015",30,flamarlin,4
"1,653","The Ritz-Carlton, Philadelphia",Best Luxury Option in Philly,"The Ritz Carlton in Philadelphia is the preferred choice for anyone trying to decided between it, and the Four Seasons.
The lobby is beautiful and grand. Hotel front desk staff are very helpful, and generally consider the rest of the general hotel staff to be...","May 19, 2015",35,LucasA86,4
"1,653","The Ritz-Carlton, Philadelphia","Excellent Location, Excellent Staff, Well Maintained",The Ritz Carlton in Philadelphia is in a renovated building (historic?) across from the old city hall (with William Penn on the top). The impressive lobby has a bar and (I think) dining. The room elevators are a wee bit inconvenient (down a few steps...,"May 22, 2015",18,Richard G,5
"1,653","The Ritz-Carlton, Philadelphia",Beautiful property and excellent staff,Spent four nights here this week for a conference. Can't say enough about the staff - every single person I encountered was extremely friendly and professional. My room was made up beautifully in the morning and then turned down at night. The meeting spaces were...,"May 3, 2015",48,HilaryFox12,4
"1,653","The Ritz-Carlton, Philadelphia",Absolutely Perfect!,"My husband and I, along with two other couples, stayed at the Ritz in Philadelphia on Sat., May 9th. We were celebrating our anniversary, and despite having lived outside of Philadelphia all my life, I never stayed at this hotel.
Everything you would expect from...","May 13, 2015",6,CCnCrew,5
"1,653","The Ritz-Carlton, Philadelphia",excellent service; great location; average rooms,"The hotel is worth it for the city convenience and friendly service, but the facility itself is pretty average. The rooms are quite small and the lobby is tight. the live music in the lobby overwhelms the small area and even checking in was difficult...","May 19, 2015",200,Michele K,4
"1,653","The Ritz-Carlton, Philadelphia",Elegant Hotel in center city,Beautiful hotel in historic building in center city. Terrific location for anyone with business in the city. Safe and bustling area of the city. Spacious rooms with the Ritz touch. Exceptionally friendly staff. Everything except the workout room is top quality. For those like me...,"May 3, 2015",151,Sandy W,4
"1,653","The Ritz-Carlton, Philadelphia",I cannot beleive this room.,"Before writing this I contacted the Ritz to COMPLAIN about this room. Heard nothing.
We paid over $600.00 a night for a tiny, worn out, beat room. The top of the the desk was peeling and stained. The room was so small that the bed...","May 8, 2015",94,PaVistor19460,1
"1,653","The Ritz-Carlton, Philadelphia",Big Rooms in Center City,"Located conveniently on Broad St (AKA Avenue of the Arts) next to Ritz property is wonderfully maintained by a friendly & efficient staff. Rooms are nicely appointed & spacious Luxe toiletries,linens,robes etc make for nice stay. Bar in lobby is an energetic spot where it...","May 2, 2015",97,Dogwood50,5
"1,653","The Ritz-Carlton, Philadelphia",Petty extras were annoying,"Ok, this place has very(almost overly) attentive staff, very nice rooms, fabulous food and a very nice smallish gym. In a great location. But an extra daily fee for in room WIFI? And a charge for bread when ordering a rom service salad ?? Felt...","May 8, 2015",75,StlAlison,4
"1,653","The Ritz-Carlton, Philadelphia",Not a good mixture of business and pleasure,Stayed here on a Thursday night for a work-related trip. It was not a good stay! At 1 am in the morning I heard a woman in the hallway screaming obscenities at whoever she was with. They then went into the guest room across the...,"June 24, 2015",105,Chris_Audrey,3
"1,653","The Ritz-Carlton, Philadelphia",Great Staff and Location,"I stayed here for four nights during a convention when there were no other rooms available in the center city area.
I arrived in the rain and the bell captain made sure I didn't get soaked while getting from my car to the door, on...","June 20, 2015",69,Harold M,4
"1,653","The Ritz-Carlton, Philadelphia","Love it here, have never had a bad experience at this Ritz.","It's beautiful, the staff is wonderful, the food is amazing, the spa is great. I'm surprised I didn't get a response from my awful stay at the Ritz in Ft. Lauderdale. Although this hotel is amazing...","July 1, 2015",15,daisy446,5
"1,653","The Ritz-Carlton, Philadelphia",Needs to be renovated ASAP. Great Location though.,"In my opinion, this place was not up to typical Ritz-Carlton standards because it is very old and worn out. The lobby is pretty, but everything else needs to be updated, especially the rooms. The rooms, by the way, are really small, which is understandable...","June 19, 2015",11,justinl788,3
"1,653","The Ritz-Carlton, Philadelphia",The Ritz with a 5 year old,My husband and I took our daughter to Philly for a long weekend. The service was very good and the hotel is located close to everything. Our room was large and quite nice. They need to add queen beds though. The lobby is beautiful. Our...,"June 29, 2015",13,MarcyR90,4
"1,653","The Ritz-Carlton, Philadelphia","Beautiful building, lovely staff, but....","A four night stay at the Ritz Carlton sounds like it would be a luxurious treat, but in fact, it was rather uncomfortable.
The front desk and housekeeping staff were perfectly lovely, but in 5 days / 4 nights I think I saw the concierge...","June 18, 2015",2,oshwoman,3
"1,653","The Ritz-Carlton, Philadelphia",This particular Ritz does not live up to the name.,"I booked through American Express who are very reliable for arranging trips and tickets.
When booking I requested a quiet room with an upgrade which normally happens.
We were shown a small room near the elevator facing the city hall view, not quiet.
Second room...","June 27, 2015",9,Jan A,2
"1,653","The Ritz-Carlton, Philadelphia",Exceptional service!,"My husband, son and family friend stayed at this hotel over the weekend to attend a wedding. We have stayed at this property many times in the past and always had a great experience, this time the service was exceptional. Prior to leaving for the...","June 15, 2015",75,EllenNewJersey,5
"1,653","The Ritz-Carlton, Philadelphia",Time to Remodel,"They're closing soon for renovations and they must. The hotel is dated, tired .. The building itself is quite amazing; the pillars and the ceilings are to be seen but the lobby decor makes no justice to its beauty. Should have great potential when they...","June 27, 2015",66,LittleRockStar,3
"1,653","The Ritz-Carlton, Philadelphia",Not up to Ritz Carlton standards,"Very disappointing stay. Hotel is not managed well. No bathrobes or even a TV remote control in the room when we checked in. Door lock did not work correctly, and although we reported it twice, it was never fixed during our 3 day stay. Many...","June 25, 2015",13,LEA50808,2
"1,653","The Ritz-Carlton, Philadelphia",Poor service,My wife and I stayed at the Ritz for 1 night throug a trip we bought at my kid's school. The trip was to include a room at the Ritz paid for by another member from the school. I realized a week later that my...,"June 13, 2015",15,Aaron G,3
"1,653","The Ritz-Carlton, Philadelphia",Exceptional Service,Hotel is on Avenue of the Arts or Broad Street one of the few 2 ways streets in Philly just south of the circle around City Hall. Building is a n outstanding example of re-purposing. Lobby and bar and dining room are located in a...,"June 12, 2015",858,DianneWheatley,4
"1,653","The Ritz-Carlton, Philadelphia",Unparalleled service,"Truly a five star service experience. We enjoyed two days in the city to celebrate our daughter's 10th birthday. From the doormen to the club level ladies, my daughter was spoiled with special birthday wishes! Our room, 2705, was the quietest we have ever experienced...","June 7, 2015",29,lizziebarnhart,5
"1,653","The Ritz-Carlton, Philadelphia","Great Staff, Terrible Room","Just wrapped as a conference attended at this hotel and I was quite disappointed.
- disgusting stains on the bedskirt in my room. Impossible not to see
- my room was less than stellar. Dark, stained carpet and up against the elevator. I'm sure these...","June 5, 2015",108,Greg F,3
"1,653","The Ritz-Carlton, Philadelphia",Needs Some Renovation,"I had the delight to receive a night at this hotel for a surprise birthday present. Although we had a fabulous 24 hours, the hotel is in much need of some renovations and upgrades. The hotel lobby is exquisite however.
We arrived at noon and...","June 3, 2015",108,bobolito,5
"1,653","The Ritz-Carlton, Philadelphia","Great location, excellent property","My stay here was quite nice. It is located steps away from theatre, dining and historic sites. The corner room had amazing views of the beautiful Philadelphia architecture. The lobby dining room and bar areas are impressive. Thumbs up.","July 16, 2015",97,NYCtoFL,4
"1,653","The Ritz-Carlton, Philadelphia",Excellence,"World class customer service! The lobby/bar area is GRAND - the only complaint I have is the lack of knowledge of the front desk associate I dealt with and the bartenders were not as friendly as I would expect.
Overall this is one of my...","July 10, 2015",2,Dorian R,4
"1,653","The Ritz-Carlton, Philadelphia",Love this hotel,"Stayed here overnight and loved it. Great location, beautiful lobby area. Our room was clean ahd comfortable. Service was pleasant and warm. Will definitely return. Valet parking was fast and easy. Good spot for celebrity spotting, too!","August 1, 2015",264,Heather S,5
"1,653","The Ritz-Carlton, Philadelphia",Awesomee Weekend Escape,"This was our first but not last stay at a Ritz-Carlton. The staff were friendly, polite, attentive and accommodating. The room was big and very clean. We were initially concerned that our room was next to elevator but no worries it was very quiet. The...","July 27, 2015",79,Michael K,5
"1,653","The Ritz-Carlton, Philadelphia",Should just be called the Carlton,"Here is exactly what I wrote on their survey today:
Lobby staff and spa staff very friendly.
Rooms were extremely ordinary and sparsely furnished for a $337 night charge. Desk and chair are par with Super 8 motels.
The mini-refrigerator was barely cool and wouldn't...","July 6, 2015",2,JetLaggged,2
"1,653","The Ritz-Carlton, Philadelphia","Lovely hotel in good location, but large hotel feeling","Room was good and service was always friendly and well meaning.
Breakfast was fine
Elevators were slow.
Overall, this is a nice hotel, but it had a very large hotel feeling; not intimate
Valet parking is overpriced at $50, particularly since one needs to wait...","July 31, 2015",164,bbmf4,4
"1,653","The Ritz-Carlton, Philadelphia",Great experience for the Fourth!,"Ok, I will acknowledge that the rooms are a bit dated but the negative reviews are a bit exaggerated. We stayed over the July 4th weekend and were met with champagne at check-in. The club level rooms and the club lounge were on the small...","July 26, 2015",23,TBtheMBA,4
"1,653","The Ritz-Carlton, Philadelphia",Luxurious & great ambiance,"We stayed for one night and had a party upstairs in the
gallery. The food and wine were unmistakably good. Service was perfect, only paying 600 dollar for the rent of a TV during the party was far out. The hotel itself is beautiful decorated,...","July 5, 2015",62,s b,4
"1,653","The Ritz-Carlton, Philadelphia",Center city,"I really liked this hotel. May not be as fancy as some Ritz's but it had a beautiful lobby and nice rooms. Concierge there extremely helpful. Staff very friendly. Breakfast in restaurant very good but a bit slow. Had mid afternoon ice cream there too,...","July 31, 2015",40,Nell M,4
"1,653","The Ritz-Carlton, Philadelphia",Fantastic staff-ready for upcoming renovation,"Mimosa and the wonderful Ritz staff make this hotel superior to any other Philly hotels. We are looking forward to the interior renovation as the rooms, halls, lounge, and spa are very tired and worn. We will return again post-renovation for sure.","July 19, 2015",29,lizziebarnhart,4
"1,653","The Ritz-Carlton, Philadelphia","If you want a quiet room, DO NOT book the one bedroom executive suite!!",I am currently staying at this property and it has been quite a disappointment. I am on a month long business trip to the east coast and this is a third strike for the Marriott property (ritz is now part of Marriott). See my other...,"July 4, 2015",11,Bella C,2
"1,653","The Ritz-Carlton, Philadelphia",A 3 Star Hotel with 5 Star Service,"The hotel itself is probably a 3-4 Star Hotel even though the brand itself is a 5 star brand. This particular hotel does need a little updating in the rooms as it isn't the newest decor.
Other people complained about chipped furniture, stained carpets, etc....","July 30, 2015",12,taylor805,5
"1,653","The Ritz-Carlton, Philadelphia",Great time!,"I had a wonderful time and the service was great. We were actually greeted with two champagne glasses when checking in, courtesy of the outstanding staff. Anytime I stay in Philadelphia, I'm staying in the Ritz-Carlton.","July 18, 2015",12,sean s,5
"1,653","The Ritz-Carlton, Philadelphia",RITZ CARLTON PHILA IS A DUMP,"ROOMS DIRTY, DON'T LOOK UNDER BED...YUK!!! furniture all scratched up, rug with black marks, molding with scuff marks, bedding dirty and tattered. wall paper was curling off the wall. tile stained in front of the toilet, YUK!!!uncomfortable bed and pillows cause neck strain. for $360.00...","July 28, 2015",12,barbnov1111,1
"1,653","The Ritz-Carlton, Philadelphia",A late night drink at the bar,I want to tell everyone who is out on a date in Philly and takes a walk around just stop by this hotel and have a drink at the Ritz. It is a dream. If you are one of those people who loves to step...,"August 11, 2015",3,Lightning L,5
"1,653","The Ritz-Carlton, Philadelphia",great stay,There were a few minor glitches in the beginning of my stay. They were quickly fixed and the remainder of my visit was flawless. The hotel is lovely and the service excellent. The room decor is tired but the meticulous work of housekeeping has allowed...,"July 17, 2015",15,lilnemo,4
"1,653","The Ritz-Carlton, Philadelphia",excellent hotel !!!,had a wonderful time with my husband and daughter... property was beautiful ... room very comfortable...loved the spacious room with the beautiful bathtub ... but its the people that go over the top to make your stay exceptional...very friendly and go the extra mile !!!...,"August 15, 2015",1,cq1230,5
"1,653","The Ritz-Carlton, Philadelphia",Not very Ritzy for a Ritz,"The hotel is conveniently located and the staff was very friendly, but I was underwhelmed with the overall experience. The lobby is nice and the bathroom in my room was clean and modern, but the room itself was small and a bit run down. I...","August 11, 2015",50,sdo47802,3
"1,653","The Ritz-Carlton, Philadelphia",Vacation,"We stayed one night at the Ritz on our layover in Philadelphia as we were coming back from Paris.
The hotel staff could not have been more wonderful and went out of their way to insure we had a restful evening.
Breakfast was wonderful and...","August 15, 2015",3,TiffanyMonty,5
"1,653","The Ritz-Carlton, Philadelphia",Historic Hotel: Ritz Carlton Club Lounge was a highlight,"Would highly recommend paying for the Club Lounge access if you are here for a few days. Club lounge on 30th floor with spectacular view of City Hall, delicious food/beverage choices throughout the day, and very friendly staff. Agree that the arrival to the Ritz...","August 6, 2015",35,TrishBryn,4
"1,653","The Ritz-Carlton, Philadelphia",If you must,"I have to be honest , I couldn't wait to get home and review this hotel !!! Anything I say about this place , well it just wont do it justice. From the second i pulled up to the door the exceptional service started and...","August 13, 2015",27,gwood13,5
"1,653","The Ritz-Carlton, Philadelphia",Disappointed,"Perhaps I and my family have been used to the new and superior hardware and great service quality of Ritz Carlton in many cities in China and Asia region, we really felt a bit disappointed about this hotel in Philadelphia, both for its facilities, and...","August 4, 2015",82,紫百合YSL,2
"1,653","The Ritz-Carlton, Philadelphia",Great downtown hotel in Philly,"My husband and I returned to this hotel for a night on our way east. We found it as we remembered, beautiful lobby, adequate, clean and comfortable room, friendly, helpful staff. We love the bar area, a great place to sit and relax and take...","August 13, 2015",12,Marmar22,4
"1,653","The Ritz-Carlton, Philadelphia",Not all Ritz Carltons are created equal,The nicest thing about this hotel is its Lobby and facade since it is situated in an old Philadelphia Bank. Unfortunately the rooms are in an adjoining building that is very unimpressive. They are dinky and stale and more like what you find in a...,"August 3, 2015",10,Mattk48842,2
"1,653","The Ritz-Carlton, Philadelphia",Don't be fooled by the cool lobby,"Lobby is pretty cool, but that's about it. The room that I stayed in was small and I couldn't find any outlets other than the one on the desk. I think there was another one behind the nightstand? Who knows. I didn't particularly like the...","August 11, 2015",17,Jenny P,1
"1,653","The Ritz-Carlton, Philadelphia","False dinner charges, very noisy infront of the room","We stayed 1 night in the Ritz Carlton.
During the night we could not sleep, because infront of our room, some persons, may be drunken, were terrible noisy, this happend several times during the night...
In the morning we received the ""express check out"" invoice,...","August 23, 2015",4,phil_autriche,2
"1,653","The Ritz-Carlton, Philadelphia",Short trip to Philadelphia,"The building is a beautiful historic structure and has a beautiful lobby, however, the rooms' interiors are average. They are supposed to refurbish this year.
The reservation clerk who answered the phone was not very friendly but the one in the lobby, named Clare was...","August 20, 2015",2,eloisa b,3
"1,653","The Ritz-Carlton, Philadelphia",Great Character and even better service,"Travel here from time to time on business. Love the history and character of the hotel. Older property that does not feel old. Great service, fun bar area and the location in the city center area can't be beat. Highly recommended if you need to...","August 19, 2015",226,Bill H,5
"1,653","The Ritz-Carlton, Philadelphia",in town from Boston for granddaughters medical care,I travel with my daughter and granddaughter every 3 months for my granddaughters medical care at a local hospital. The staff at the Ritz-Carlton was more than accommodating when we arrived early for our reservation. The concierge Mark recommended and made a reservation for us...,"August 19, 2015",2,kkaties,5
"1,653","The Ritz-Carlton, Philadelphia",Great Location,Nice location. We went to a white coat ceremony at the University and the hotel is located 5 minutes away in taxi. We received excellent service. The concierge made reservations for us at a very nice restaurant at walking distance from the hotel. Our room...,"August 26, 2015",1,RobertoNYCity,5
"1,653","The Ritz-Carlton, Philadelphia",Typical Ritz,I stayed here for a business meeting. The property is beautiful with original architecture. The rooms are spacious and the bath products are divine. The service is also attentive from front desk to beyond. The location is everything with numerous restaurants and shopping right outside...,"August 17, 2015",83,emotionalbutterfly,5
"1,653","The Ritz-Carlton, Philadelphia",Mostly nice staff but hotel needs to be upgraded real fast.,I am an american express centurion member and checked in late on Mon Aug 24 after seeing the Mets game in Philly. First problem is whether or not it is the city of Philly or the hotel it is impossible to locate the hotel as...,"August 26, 2015",26,giants201Hoboken,3
"1,653","The Ritz-Carlton, Philadelphia",Potential unrealized,"The public space of this hotel is nothing less than spectacular. An incredible old bank, who's character and charm has been maintained over the years.
I wish I could say the same for my room. I requested a room far from the elevator- only to...","September 9, 2015",35,alyxia67,3
"1,653","The Ritz-Carlton, Philadelphia",Marvelous stay,We (daughter and myself) were in Philadelphia for a friend's engagement and also on our way to NY. The hotel provides superb service. We had a room overlooking the Town Hall. The location also was excellent. Also we had a concierge who somehow identified us...,"August 24, 2015",22,JoeAbe,5
"1,653","The Ritz-Carlton, Philadelphia",You Would Have to Pay Me to Stay There,"Fortunately, I did not pay for this stay. It was covered by our host. We asked for a room with a bath tub and got a room next to the elevators that was so small we had to go outside to change our minds. The...","September 1, 2015",149,traveldoc2011,2
"1,653","The Ritz-Carlton, Philadelphia",Elegance has met its limit.,"This is an old bank building that was converted to a beautiful hotel. We were there for a wedding, which was very well done, and supremely enjoyable. However, the rooms were nice but not phenominally so. Average size rooms with slightly above average decor. There...","September 9, 2015",19,JFKennedy2014,3
"1,653","The Ritz-Carlton, Philadelphia","Great Employees/ok stay, just ok","Excited to finally get together for a girl friend weekend, a stay at the Philadelphia Ritz Carlton sounded like a perfect treat. They had several deals for the summer. We booked a Impressionist tickets/$50 food credit deal. I booked the room several weeks in advance,...","August 23, 2015",26,angie3002,3
"1,653","The Ritz-Carlton, Philadelphia",Great business hotel option,I stayed at the Ritz for one night on business and stayed there because of the good price and great location. The lobby is impressive and check in was quick and easy. The room was small (maybe because of the price) and the bathroom was...,"August 31, 2015",124,Egwalter,4
"1,653","The Ritz-Carlton, Philadelphia","Great staff, rooms need upgrading","The staff at the Ritz is wonderful. Extremely welcoming and efficient. The rooms need updating, we stayed in a standard room. The bathroom was the size of a closet. The elevators had some issues and the ice machines were not in working order. We did...","September 9, 2015",28,malt661521,3
"1,653","The Ritz-Carlton, Philadelphia",Best Location in Downtown Philadelphia,"What a fabulous location...right in the center of the city next to the William Penn Statue! Super location for anything you would want to do in Philadelphia. The building is absolutely grand!!! We attended a wedding there recently , and we were amazed at the...","August 23, 2015",160,Smhd2020,5
"1,653","The Ritz-Carlton, Philadelphia",Good,"Amazing historical spot. Hotel lobby is gorgeous. Room is ok, needs renovation. Furnture is not in good condition and must be changed. Carpet in the room with many dirty spots. Beds are comfortable as usual at any Ritz. But not the full size kings. The...","August 30, 2015",44,dvplotnikov,4
"1,653","The Ritz-Carlton, Philadelphia",Dated Rooms ,"We stayed here for Memorial Day. Generally the staff is friendly and efficient, they are the highlight.
The rooms are very dated and remind me decor and furniture that has seen better days. The bathroom is okay, nothing special, only one sink - the rooms...","September 5, 2015",21,VPBPDB,3
"1,653","The Ritz-Carlton, Philadelphia",Beautiful hotel in downtown Philadelphia ,"We made a last minute decision to switch to this hotel for a 3 night stay in mid August. So glad we did. Upon check-in, we were upgraded to a corner suite. This was a really nice way to start the stay. The hotel is...","August 29, 2015",101,Phishow,5
"1,653","The Ritz-Carlton, Philadelphia","Great location, Superlative Service, Magnificent lobby",I stayed for a couple of nights for business and it was a treat. We were able to get a good rate since there are rules in terms of expenses. I doubt it is always that inexpensive. The lobby is a treat in itself. We...,"September 23, 2015",9,Noreen H,5
"1,653","The Ritz-Carlton, Philadelphia",Grand Lobby and Average Hotel,"I was in Philadelphia this passed week and stayed at the Ritz Carlton. Overall I was pretty disappointed with the hotel. The lobby was opulent, the location was excellent, and the staff were all very accommodating, but the rooms left a lot to be desired....","September 1, 2015",85,David c,3
"1,653","The Ritz-Carlton, Philadelphia",Nice hotel and great staff,Stayed here recently. Staff at check in were friendly and welcoming. Rooms are a decent size and bed was pretty comfortable. Didn't use the restaurant for dinner but did for breakfast. Decent service and good food. Overall a good experience and will book here again.,"August 27, 2015",145,Dougie G,4
"1,653","The Ritz-Carlton, Philadelphia",Hotel with style,"The Ritz-Carlton in Philly is just welcoming you with class and style. The lobby is one of the most remarkable rooms ever seen in a Hotel, with nice bar and plenty of seats. The rooms are seen bigger in the US, but really good compared...","September 22, 2015",77,sthan1972,4
"1,653","The Ritz-Carlton, Philadelphia",Selling the lobby - that's it!,My wife and I had to see our attorney in Wilmington and we decided to drive to Philly and have dinner at our favorite restaurant and drive to Wilmington the next morning. With the Four Seasons closed we chose the Ritz. The lobby is spectacular...,"September 18, 2015",232,bankruptcy,3
"1,653","The Ritz-Carlton, Philadelphia",Wish I could stay longer,Great location and highly trained staff. Only downside is that I didn't know you could order a bubble bath with champagne until it was too late. I would have i ordered that had I known! Room service breakfast was excellent.parking was expensive bit convenient.,"September 19, 2015",329,lab12345,4
"1,653","The Ritz-Carlton, Philadelphia",Great location with great staff,"Let's start off with check in.
-Francis checked me in even though I was two hours early and they had rooms available. I asked for things to do and he gave me great advice of where to go but also what to avoid and what...","September 15, 2015",18,Ricky C,5
"1,653","The Ritz-Carlton, Philadelphia",Pleasant Luxury Hotel,"We stayed overnight at the Ritz for a wedding. There are many pluses and some minuses for this five star hotel, whose competition is the Rittenhouse, now that the Four Seasons is closed.
Positives: We were given early check-in, so that we could leave our...","September 18, 2015",586,larryderm,3
"1,653","The Ritz-Carlton, Philadelphia",Impressive Lobby..and that's about it.,"I was truly disappointed with my stay at the Ritz. The lobby was great and the service was great, but the rooms are in desperate need to an upgrade if you are going to call it a ""Ritz"" (and charge Ritz prices). I've had nicer...","September 15, 2015",851,JCW703,3
"1,653","The Ritz-Carlton, Philadelphia",Wonderful stay,"Location was perfect, the views were amazing, public spaces were breathtaking, and the staff was unbelievable. The room needed some TLC though. Drywall was chipped under the air vent above the bed. There were a few obvious drywall patches in the wall/ceiling in the sitting...","September 18, 2015",33,rch802015,4
"1,653","The Ritz-Carlton, Philadelphia",Gorgeous Historic Hotel,"I visited the Ritz Philly over Labor Day weekend, and had a fantastic stay. Upgraded to the club level, and really loved the view and the champagne on the 30th floor club. The breakfast at the club was also substantially better than usual! The hotel...","September 13, 2015",225,PlatinumDC,4
"1,653","The Ritz-Carlton, Philadelphia",Love it!,"What a gorgeous hotel! We got upgraded to a corner suite - fabulous space! The bathroom is huge. Free magazines, big TVs, separate toilet closet. The lobby is beautiful. We got breakfast included and the buffet was delicious and decadent. The location is ideal, right...","October 4, 2015",59,CapitalHill,5
"1,653","The Ritz-Carlton, Philadelphia",nice hotel but not the absolute best,Nice center city location. Impressive historic bank building made into the lobby and decent sized reasonable rooms. While not absolutely state of the art the rooms aren't bad and the higher floors have great views. The restaurant was fine though service was a little slow...,"September 13, 2015",62,ctyankee20,4
"1,653","The Ritz-Carlton, Philadelphia",Outstanding for a Marriott...just OK for a Ritz-Carlton,"I have stayed at more than a few Ritz-Carlton properties during my extensive work travels and have to say that the Philadelphia location was the LEAST amazing of them all. As the title of this review suggests, it is a fine hotel with decent rooms...","October 1, 2015",47,Ven K,4
"1,653","The Ritz-Carlton, Philadelphia",Lives up to Ritz Brand,"You get what you expect and that's why one goes with this brand. In town for a long weekend to catch up with old friends at the PHL flower show, so appreciated the very convenient location, also close to good shopping and restaurants. A very...","September 28, 2015",21,Busyone_13,4
"1,653","The Ritz-Carlton, Philadelphia",Little security man,"What a beautiful place, if it wasn't for the extremely rude and thretening club floor security guard we accidently talked to on the elevator it would have been a 5 star review. Also I encounter with this man was reported to a few staff no...","October 15, 2015",11,Carolyn G,4
"1,653","The Ritz-Carlton, Philadelphia",Historic property,"A well managed historic hotel situated in the very heart of downtown Philadelphia. The standard rooms live up to the Ritz brand, but will not knock your socks off. Views from high floors are divine. Service is top notch and lobby bars were hopping.","September 27, 2015",30,OCreviewreader,4
"1,653","The Ritz-Carlton, Philadelphia",The Lobby is modeled after the Pantheon in Rome,"The building is actually an architectural marvel... the lobby is modeled after the Pantheon. We left the next day for Rome and can confirm this!
I originally made the reservation on Expedia at the Four Seasons... in the interim
the Four Seasons closed (being remodeled...","October 12, 2015",217,seattlesez,4
"1,653","The Ritz-Carlton, Philadelphia","The Ritz-Carlton, Philadelphia","Very conveniently located, beautiful property. Walking distance to a lot what Phili has to offer. Rooms are rather small and very close to each other so when the next door guest open or close their doors everything in my room came into a motion, shaking,...","September 25, 2015",71,elfein,4
"1,653","The Ritz-Carlton, Philadelphia",Just so! So!,Stayed three nights with my wife in corner suite overlooking city hall. Great view. Great location and great service. However rooms badly need restoration. Bathroom very nice and large. Club wasn't worth extra money. Very pleasant and accommodating staff.,"October 6, 2015",94,Bainesmann,3
"1,653","The Ritz-Carlton, Philadelphia","Good, but not the best Ritz","I stayed here because Marriott was sold out on my last night in Philadelphia, and I moved here just for one night. The service was excellent, but the room was much smaller than what I got at Marriott as an elite member. The building showed...","November 1, 2015",20,cbcwanderlust,4
"1,653","The Ritz-Carlton, Philadelphia",A super stay let down by the quality of the room,Stayed here for 3 nights as part of a wedding celebration. The hotel is wonderfully located in town. Staff were pleasant and welcoming. The bar served a great cocktail in the open foyer where there was a good atmosphere. The bathroom of the room was...,"October 5, 2015",43,Bryan-P-C,3
"1,653","The Ritz-Carlton, Philadelphia",Top notch hotel that is slipping,This is hands down my favorite place to stay in down town Philly. Unfortunately when I stayed there in August the service was sub par for a Ritz. No doorman to open the door. The bar closed way too early and they were almost kicking...,"October 30, 2015",192,Kevin M,4
"1,653","The Ritz-Carlton, Philadelphia",Your slip is showing-fortunately our was white for Dinner en Blanc,"Service - excellent; staff is friendly and goes out of their way to make you feel at home
Location - amazing old bank building - the Girard Bank (Steven Girard) financed the war of 1812 - and you can see the board of directors of...","November 9, 2015",89,scottgillanders,4
"1,653","The Ritz-Carlton, Philadelphia",Amazing hotel and service!!!,We stayed overnight for my daughter's 16th day and were not dissappointed. At check in Francis was great. I mentioned it was my daughter's 16th bday and we had a nice conversation. We got a corner room on the 21st floor and the view of...,"October 5, 2015",77,rungregrunreallyfast,5
"1,653","The Ritz-Carlton, Philadelphia","Solid, Center City Choice","I have stayed at the Ritz Carlton in Philadelphia many times. Each time I attend, I am not disappointed. The location of the hotel is first rate. I also enjoyed the lobby and the architectural details.","October 28, 2015",191,JSfromDC,4
"1,653","The Ritz-Carlton, Philadelphia","Well, what would you expect of the Ritz?","The Ritz sets out to be a superior experience, and it provides one. The Philadelphia hotel is set in a unique and beautiful building in the very center of town within a snowball's-throw of City Hall. No detail is overlooked by the Ritz management. It's...","November 8, 2015",22,Ashley H,5
"1,653","The Ritz-Carlton, Philadelphia",Nice but below ritz standards. ,"This is a fine hotel but is run down and will not meet your Ritz expectations. See picture of crumbling plaster in hallway. The 24 hr fitness ctr is great, but after hours they keep the door open by throwing the deadbolt. Even Motel6 doesn't...","October 26, 2015",142,Midnightdiner,3
"1,653","The Ritz-Carlton, Philadelphia",Excellent location and quiet comfortable large room ,"Excellent location, service, room, amenities, etc. We're glad we (husband and wife) stayed here for 4 nites: he for a national professional meeting at a nearby hotel and she to be a tourist and enjoy Philadelphia. Room was quiet, large with a high ceiling, armchair...","November 7, 2015",65,Nancy S,4
"1,653","The Ritz-Carlton, Philadelphia",THE Ritz experience,"Stayed at the Ritz during the Pope's visit to Phila. With everything that was going on in town, the staff and experience was still the usual Ritz experience. Everyone did a great job and went above and beyond. Frank D","December 6, 2015",92,Frank D,5
