brand,features,model,number,url,year
Seat,"ABS,Czujnik deszczu,Elektryczne szyby przednie,Komputer pokładowy,Nawigacja GPS,Czujniki parkowania tylne,Wspomaganie kierownicy,Isofix,Podgrzewane lusterka boczne,Poduszki boczne tylne,Poduszka powietrzna pasażera,Asystent parkowania,Poduszki boczne przednie,Zmieniarka CD,MP3,Alarm,Centralny zamek,Elektryczne szyby tylne,ASR (kontrola trakcji),Podgrzewane przednie siedzenia,Światła przeciwmgielne,Czujnik zmierzchu,Gniazdo AUX,Światła LED,System Start-Stop,Poduszka powietrzna kierowcy,Gniazdo SD,Światła do jazdy dziennej,Radio fabryczne,Klimatyzacja automatyczna,Alufelgi,Elektrycznie ustawiane lusterka,Immobilizer,Relingi dachowe,Przyciemniane szyby,Wielofunkcyjna kierownica,Bluetooth,Ogranicznik prędkości,ESP (stabilizacja toru jazdy),Kurtyny powietrzne,Czujniki parkowania przednie,Gniazdo USB,Tempomat aktywny,CD,Klimatyzacja dwustrefowa",Arona,732095289,https://www.otomoto.pl/oferta/seat-arona-fr-1-0-tsi-115-km-ID6D47L6.html,2020
BMW,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,Nawigacja GPS,Podgrzewane lusterka boczne,Relingi dachowe,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Odtwarzacz DVD,Poduszki boczne przednie,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo SD,Klimatyzacja dwustrefowa,MP3,Ogranicznik prędkości,Poduszki boczne tylne,Tapicerka skórzana,Zmieniarka CD",X3,519684799,https://www.otomoto.pl/oferta/bmw-x3-2-0d-150km-sport-skora-navi-pdc-alu-gwarancjia-ID6D79Xt.html,2006
Volkswagen,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujniki parkowania tylne,Gniazdo AUX,Isofix,Komputer pokładowy,Przyciemniane szyby,Światła przeciwmgielne,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Elektrochromatyczne lusterko wsteczne,Gniazdo SD,Klimatyzacja automatyczna,MP3,System Start-Stop,Światła Xenonowe,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja dwustrefowa,Nawigacja GPS,Światła do jazdy dziennej,Wielofunkcyjna kierownica",Caddy,785550514,https://www.otomoto.pl/oferta/volkswagen-caddy-trendline-maxi-7os-2-0tdi-150km-6g-nav-bixenon-coolfind-16-ID6D8h0I.html,2020
Volkswagen,"ABS,Alufelgi,Czujniki parkowania tylne,Wielofunkcyjna kierownica,Przyciemniane szyby,Szyberdach,Wspomaganie kierownicy,Bluetooth,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Kurtyny powietrzne,Poduszka powietrzna chroniąca kolana,Poduszka powietrzna kierowcy,Asystent pasa ruchu,Światła do jazdy dziennej,Gniazdo SD,ASR (kontrola trakcji),Alarm,Elektrycznie ustawiane lusterka,Komputer pokładowy,Regulowane zawieszenie,Światła przeciwmgielne,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby przednie,Kamera cofania,Ogranicznik prędkości,Poduszka powietrzna pasażera,Radio fabryczne,System Start-Stop,Tempomat aktywny,Gniazdo USB,ESP (stabilizacja toru jazdy),Centralny zamek,Immobilizer,Podgrzewane przednie siedzenia,Nawigacja GPS,Tapicerka welurowa,Czujnik deszczu,Elektrochromatyczne lusterka boczne,Elektryczne szyby tylne,Klimatyzacja czterostrefowa,Podgrzewane lusterka boczne,Czujniki parkowania przednie,Światła LED,Isofix,Łopatki zmiany biegów,Czujnik martwego pola",Arteon,604570505,https://www.otomoto.pl/oferta/volkswagen-arteon-rline-auto-demonstracyjne-pakiet-innowacyjny-easy-open-drogowy-pl-ID6D8OAv.html,2019
Peugeot,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Dach panoramiczny,Elektrycznie ustawiane fotele,Gniazdo USB,Isofix,MP3,Ogrzewanie postojowe,Poduszka powietrzna chroniąca kolana,System Start-Stop,Tapicerka skórzana,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Hak,Klimatyzacja dwustrefowa,Nawigacja GPS,Podgrzewana przednia szyba,Poduszki boczne przednie,Światła do jazdy dziennej,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,HUD (wyświetlacz przezierny),Klimatyzacja manualna,Ogranicznik prędkości,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła przeciwmgielne,Wielofunkcyjna kierownica",508,728793851,https://www.otomoto.pl/oferta/peugeot-508-czarny-peugeot-508-wersja-combi-ID6D8Oy5.html,2013
Mercedes-Benz,"Centralny zamek,Poduszka powietrzna pasażera,Alarm,Komputer pokładowy,Elektryczne szyby przednie,Radio fabryczne,Alufelgi,Tapicerka skórzana,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Klimatyzacja dwustrefowa,Tempomat",SL,601897966,https://www.otomoto.pl/oferta/mercedes-benz-sl-sprzedam-ID6D8OAH.html,1997
Audi,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Hak,Klimatyzacja automatyczna,Łopatki zmiany biegów,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła do jazdy dziennej,Światła Xenonowe,Tempomat aktywny,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo SD,Isofix,Komputer pokładowy,Nawigacja GPS,Podgrzewana przednia szyba,Poduszki boczne przednie,Relingi dachowe,Światła LED,Tapicerka welurowa,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Kamera cofania,Kurtyny powietrzne,Odtwarzacz DVD,Podgrzewane lusterka boczne,Poduszki boczne tylne,System Start-Stop,Światła przeciwmgielne,Tempomat",A4,600707741,https://www.otomoto.pl/oferta/audi-a4-avant-quattro-2-0tdi-190km-s-tronic-serwis-aso-audi-gwarancja-12-mies-ID6D8OBq.html,2016
Opel,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Klimatyzacja automatyczna,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Komputer pokładowy,Tapicerka skórzana,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Podgrzewane lusterka boczne,Wielofunkcyjna kierownica",Vectra,698490789,https://www.otomoto.pl/oferta/opel-vectra-2-2-gts-147km-klimatronic-brak-korozji-bez-wkladu-pakiet-gts-ID6D8N75.html,2003
Peugeot,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik martwego pola,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Hak,Kamera cofania,Komputer pokładowy,MP3,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujnik zmierzchu,Dach panoramiczny,Elektrycznie ustawiane fotele,Gniazdo SD,HUD (wyświetlacz przezierny),Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła LED,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Isofix,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewane przednie siedzenia,Poduszki boczne tylne,System Start-Stop,Tapicerka skórzana",508,609406747,https://www.otomoto.pl/oferta/peugeot-508-peugeot-508-rxh-full-opcja-ID6CpFtJ.html,2015
Suzuki,"ABS,Alarm,Elektryczne szyby tylne,Gniazdo AUX,Immobilizer,Kamera cofania,Komputer pokładowy,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła do jazdy dziennej,System Start-Stop,Alufelgi,Centralny zamek,Elektrochromatyczne lusterka boczne,Gniazdo SD,Immobilizer,Wielofunkcyjna kierownica,Kurtyny powietrzne,Poduszka powietrzna chroniąca kolana,Radio fabryczne,Światła LED,Tempomat,ASR (kontrola trakcji),Czujniki parkowania przednie,ESP (stabilizacja toru jazdy),Gniazdo USB,Isofix,Klimatyzacja automatyczna,MP3,Poduszki boczne przednie,Relingi dachowe,Światła przeciwmgielne,Wspomaganie kierownicy",Vitara,242674720,https://www.otomoto.pl/oferta/suzuki-vitara-gsx-r-111-km-nowa-oferta-jezdzisz-od-dzis-placisz-za-6mcy-om-ID6CuycR.html,2019
Volkswagen,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Elektrochromatyczne lusterko wsteczne,Gniazdo USB,Klimatyzacja dwustrefowa,MP3,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła przeciwmgielne,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Elektryczne szyby tylne,Isofix,Komputer pokładowy,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Relingi dachowe,Tapicerka skórzana,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa",Passat,605763300,https://www.otomoto.pl/oferta/volkswagen-passat-1-6tdi-105km-nawigacja-klimatronik-alufelgi-serwis-ID6D9qfl.html,2012
Mercedes-Benz,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewana przednia szyba,Podgrzewane tylne siedzenia,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Tuner TV,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,MP3,Ogranicznik prędkości,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła LED,Tempomat,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo SD,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Ogrzewanie postojowe,Podgrzewane przednie siedzenia,Poduszki boczne tylne,System Start-Stop,Światła przeciwmgielne,Tempomat aktywny",Klasa V,506029123,https://www.otomoto.pl/oferta/mercedes-benz-klasa-v-mercedes-benz-v-250-d-4x4-blue-tec-avantgarde-dlugi-ID6D5T8b.html,2018
Audi,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Komputer pokładowy,MP3,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka welurowa,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektrycznie ustawiane fotele,Gniazdo SD,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Przyciemniane szyby,Światła LED,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane przednie siedzenia,System Start-Stop,Światła Xenonowe,Wielofunkcyjna kierownica",Q8,459052457,https://www.otomoto.pl/oferta/audi-q8-audi-q8-benzyna-55-tfsi-polski-salon-indywidualny-gwarancja-fabryczna-ID6CVO0y.html,2019
Ford,"ABS,Poduszka powietrzna kierowcy,Klimatyzacja manualna,Wielofunkcyjna kierownica,Centralny zamek,ESP (stabilizacja toru jazdy),Komputer pokładowy,Elektryczne szyby przednie,Isofix,Światła do jazdy dziennej",Focus,223982764,https://www.otomoto.pl/oferta/ford-focus-wd7113k-1-5-tdci-salon-pl-pelna-historia-fv23-vat-ID6CZ9G5.html,2015
Volkswagen,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo SD,Kamera cofania,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszki boczne przednie,Światła do jazdy dziennej,Tempomat aktywny,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,MP3,Podgrzewane przednie siedzenia,Relingi dachowe,Światła LED,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Isofix,Komputer pokładowy,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,System Start-Stop,Światła przeciwmgielne",Tiguan,693507572,https://www.otomoto.pl/oferta/volkswagen-tiguan-comfortline-2-0-tsi-190km-dsg-7-dostepny-od-reki-rabat-16-tys-ID6CXMfA.html,2020
Tesla,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszki boczne przednie,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Ogrzewanie postojowe,Podgrzewane przednie siedzenia,Światła do jazdy dziennej,Tapicerka skórzana,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo USB,Klimatyzacja czterostrefowa,MP3,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,Światła LED,Tempomat aktywny",Model S,603387727,https://www.otomoto.pl/oferta/tesla-model-s-85d-ID6D51YS.html,2015
Nissan,"ABS,Elektryczne szyby przednie,Poduszka powietrzna pasażera,Alufelgi,Elektryczne szyby tylne,Kamera cofania,Odtwarzacz DVD,Radio niefabryczne,Tempomat,CD,Elektrycznie ustawiane lusterka,Wspomaganie kierownicy,Bluetooth,Elektrycznie ustawiane fotele,Klimatyzacja automatyczna,Podgrzewane lusterka boczne,Szyberdach,Wielofunkcyjna kierownica,Centralny zamek,Poduszka powietrzna kierowcy,Alarm,Elektrochromatyczne lusterka boczne,Hak,Nawigacja GPS,Podgrzewane przednie siedzenia,Tapicerka skórzana",Patrol,501742630,https://www.otomoto.pl/oferta/nissan-patrol-kontakt-od-godz-8-do-godz-17-od-poniedzialku-do-piatek-ID6CuHza.html,2007
Nissan,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła do jazdy dziennej,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewana przednia szyba,Poduszki boczne przednie,Relingi dachowe,Światła LED,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Asystent pasa ruchu,Czujnik zmierzchu,Dach panoramiczny,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja dwustrefowa,MP3,Podgrzewane lusterka boczne,Poduszki boczne tylne,System Start-Stop,Światła przeciwmgielne",Qashqai,660783624,https://www.otomoto.pl/oferta/nissan-qashqai-1-3160kmdct-n-connecta-pak-zima-pak-styl-automat-videoprezentacja-ID6D8OCH.html,2019
Volkswagen,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Kamera cofania,Podgrzewane lusterka boczne,Radio niefabryczne,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Elektrochromatyczne lusterka boczne,Klimatyzacja automatyczna,Podgrzewane przednie siedzenia,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Elektrochromatyczne lusterko wsteczne,MP3,Poduszki boczne przednie,Tapicerka skórzana",New Beetle,604273747,https://www.otomoto.pl/oferta/volkswagen-new-beetle-ID6D8h31.html,1999
BMW,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo AUX,HUD (wyświetlacz przezierny),Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewana przednia szyba,Podgrzewane tylne siedzenia,Poduszki boczne tylne,System Start-Stop,Tapicerka skórzana,Zmieniarka CD,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Isofix,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Poduszki boczne przednie,Regulowane zawieszenie,Światła LED,Wielofunkcyjna kierownica",Seria 6,795695969,https://www.otomoto.pl/oferta/bmw-seria-6-gran-coupe-lift-640i-320km-m-pakiet-full-lekko-uszkodzone-okazja-ID6D9q9A.html,2016
Volvo,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja dwustrefowa,MP3,Poduszka powietrzna chroniąca kolana,Światła do jazdy dziennej,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,Podgrzewane lusterka boczne,Poduszki boczne przednie,Światła LED,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Światła przeciwmgielne",V60,519535291,https://www.otomoto.pl/oferta/volvo-v60-d4-190km-1wl-bezwypadkowy-krajowy-serwis-aso-vovlo-ID6BYrlc.html,2016
Seat,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ESP (stabilizacja toru jazdy),Klimatyzacja manualna,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Gniazdo AUX,Komputer pokładowy,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Isofix,Kurtyny powietrzne",Leon,692432046,https://www.otomoto.pl/oferta/seat-leon-1-6-tdi-105km-ID6CH4Xe.html,2010
Lexus,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Klimatyzacja dwustrefowa,Podgrzewane lusterka boczne,Szyberdach,Światła Xenonowe,Zmieniarka CD,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Dach panoramiczny,Elektryczne szyby tylne,HUD (wyświetlacz przezierny),Komputer pokładowy,Podgrzewane przednie siedzenia,Światła do jazdy dziennej,Tapicerka skórzana,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Klimatyzacja automatyczna,Podgrzewana przednia szyba,Relingi dachowe,Światła przeciwmgielne,Tempomat",GS,603436343,https://www.otomoto.pl/oferta/lexus-gs-lexus-gs-300-nowa-super-cena-z-12-500zl-na-10-500zl-ID6CFTDq.html,1998
BMW,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo AUX,Kamera cofania,Kurtyny powietrzne,Odtwarzacz DVD,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Światła LED,Tempomat aktywny,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo USB,Klimatyzacja automatyczna,Łopatki zmiany biegów,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Isofix,Komputer pokładowy,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszki boczne przednie,System Start-Stop,Tapicerka skórzana",X5,601471347,https://www.otomoto.pl/oferta/bmw-x5-sprzedam-samochod-ID6D29iF.html,2013
Škoda,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo SD,Kamera cofania,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Przyciemniane szyby,Światła do jazdy dziennej,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Relingi dachowe,Światła LED,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Isofix,Komputer pokładowy,Podgrzewane lusterka boczne,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne",Kodiaq,739099002,https://www.otomoto.pl/oferta/skoda-kodiaq-2-0tsi-190km-dsg-4x4-style-ID6CKors.html,2019
Mercedes-Benz,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Szyberdach,Światła przeciwmgielne,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,MP3,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszki boczne przednie,Regulowane zawieszenie,Światła LED,Tempomat",CLS,500366396,https://www.otomoto.pl/oferta/mercedes-benz-cls-350cdi-4-matic-pneumat-salon-polska-f-vat23-ID6D8OsX.html,2012
Audi,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Dach panoramiczny,Hak,Komputer pokładowy,Odtwarzacz DVD,Poduszki boczne tylne,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,ESP (stabilizacja toru jazdy),Isofix,Kurtyny powietrzne,Podgrzewane lusterka boczne,Relingi dachowe,Światła LED,Tapicerka skórzana,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Gniazdo USB,Klimatyzacja automatyczna,MP3,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Tempomat",S3,571785704,https://www.otomoto.pl/oferta/audi-s3-s3-sportback-2-0-tfsi-310-km-cesja-leasingu-lakier-perlowy-19-cali-ID6D51y5.html,2017
